,publishedAt,authorDisplayName,textDisplay,likeCount,Label
16,2022-10-19T04:11:34Z,Elsa Elsa,"saya belum pernah naik pesawat karena takut lebih ke phobia ketinggian, kira2 kalo pas mau naik di pingsanin dulu bisa gak ya, atau minum obat tidur gitu gapapa d gotong juga.",1,0
17,2022-10-16T18:26:22Z,Yogik Benek,Kan boarding tiket itu nama pswt nya ada banyak bang seperti sriwijaya ada 3 tempat..itu sama aja bang ya?,1,1
18,2022-10-15T03:34:54Z,Danygom,"makasii kak, videonya sangat membantu sekali ????????",1,2
19,2022-10-11T19:31:37Z,Cerita keseharian,Harga tiket nya brp ngab,1,1
20,2022-10-11T05:14:04Z,Alkh,Bang kalo koper nya ilang dibagasi gimana?,1,0
21,2022-10-10T16:16:10Z,Alifah Revalina Tasya,Bang bikin versi yg di bandara soekarno hattanya dong????,1,2
22,2022-10-03T07:36:26Z,Alfaro Tambunan,Tanya bang.. 1 orang dpt jatah bagasi engga bang apa cma dpt cabin gratis,1,1
23,2022-10-02T06:20:58Z,Meuthia Andriyanesa Nesa,Untuk kode booking PP itu sm ya kodenya ? JD pas plng printny dgn kode booking yg sm kan yah ?,1,1
24,2022-10-01T05:25:07Z,Tataq Yy,"gilaaa ini bener&quot; lengkap bgt, jelas ga menye&quot; penjelasannya kerennnn ????",3,2
25,2022-09-27T17:58:55Z,Johan Sulaiman,Kak mau tanya apakah boleh 1 orang Bawak koper ukuran 20 inci dan backpack juga ke cabin? Terimakasih,1,1
26,2022-09-22T01:03:33Z,Bpjs Ket,Bang mau tanya kalo usia di bawah 18 tahun dan belum punya KTP itu data yang harus di lapirkan apa bang,1,1
27,2022-09-21T19:16:27Z,Dede Fani,Untuk sekrang pake rapid covid ga ka,1,1
28,2022-09-15T16:01:05Z,dave bhianco,"Bagus penjelasanya, lengkap, saya sreg sama penjelasan nya mas.., yg lain saya nemu ga lengkap malah bikin bingung",1,2
29,2022-09-11T09:10:22Z,Sahriyatul Eliasa,"Jadi tauuuuuuuu, lanjut bang",1,2
30,2022-09-11T02:35:16Z,Herli Lau,"Keren banget videonya bang,,so simple tapi langsung mengerti,, penjelasannya gk bertele tele tapi point ny dapet...sangat berguna bagiku yg mau terbang pertama kali dala hidupku",1,2
31,2022-08-30T11:51:56Z,Nur halimah hasibuan Ali hasibuan,Mksih y bang membatu sekli vidio ya  sagt bermempaat seperti saya belum pernh naik pesawat ????mkasih y bang,1,2
32,2022-07-27T16:11:52Z,Sameto,"mantap abang, makasih banyakk",1,2
33,2022-07-26T16:08:50Z,Remas Ormas,"Haha bismillah bulan 8 yah otw ke Jakarta, terimakasih atas tutorial nya deg deg kan ygy Pertama kali naik pesawat ??",1,2
34,2022-07-23T01:33:32Z,Human Manusia,"Saya blm pernah naik pesawat,, tapi katanya harus matikan hp klo udh terbang ya? Tapi  yg foto atau video gtu emg boleh? Atau modein pesawat aja? Klo udh mode pesawat aman buat foto&quot; dan video bang?",1,0
35,2022-07-22T15:48:12Z,Bayu Kurniawan,JIJIK GUE LIAT Kuda NIL SATU NI,0,0
36,2022-07-21T10:04:19Z,pasha dim,No berapa sih biar bisa mideo sayap peswat yg paling pas di citilink?belinya bisa manual pas datanhkan di Bandara,1,1
37,2022-07-19T01:49:26Z,Zaka Riyansyah,Kalo bawa obat2 tan.  Sama roko. Prvum.  Pelembab. Muka boleh ga,1,1
38,2022-07-18T15:26:02Z,Willen zijn Le riche,"Wah makasih bgt bang tutorial lengkap nya, berasa pengalaman sendiri.",1,2
39,2022-07-16T15:52:59Z,Anto iswanto,Senin ini saya mau berangkat dari Banjarmasin menuju Jakarta....baru pertama kali ne rasa takut naik pesawat doakan ya saya semoga selamat sampai tujuan.,0,0
40,2022-07-15T07:44:26Z,Robin Weas,Kak kalau beli tiket online tpi gak ada nama belakang nya itu gimana ya,0,1
41,2022-07-12T19:10:21Z,reditya dwi,Kayak ada pesawat tempur segala itu bang..?,1,0
42,2022-07-08T10:51:03Z,Jiwa Muda1996,Maaf kalau di dalam pesawat apa boleh hidup kan HP/maenan HP bang..??? ??,2,1
43,2022-07-07T15:03:21Z,Fadly rifaldySP,Bang untuk ukuran koper bagasi ada standar nya ngga pesawat ATR,1,1
44,2022-07-01T08:58:16Z,Yuhu Ulala,"Sangat membantu kak, karena rencana lulus kuliah mau merantau ke Kalimantan dan masih belum punya pengalaman naik pesawat jadi deg² an nya dari pas ujian skripsi udah kerasa<br>Makasih vlog edukatif nya ??",2,2
45,2022-06-26T12:22:06Z,Andi Wibowo,"Kak mau tanya ngrekam gt mesti ijin  gk sih? Trus emang gpp ya ngrekam dlm pesawat, takutnya ganggu sinyal pesawatnya gt?",1,1
46,2022-06-25T09:13:14Z,vibess,Mau tanya apakah boleh klo main hp di pesawat . Maap saya gk tau apa² tentang naik pesawat ????,1,1
47,2022-06-23T14:32:00Z,Syahdat Al,sekarang masih ada gak bang yg langsung dr Jkt ke Bdg ?,1,1
48,2022-06-21T13:40:21Z,Nurul Ulfiani,Halimkuuu ??,1,1
49,2022-06-21T05:34:06Z,Sry Lova,Jelass Terimakasih. Asli deg degan. Entar kalau sudah saya inn syaa Allah kembali ya kak,1,2
50,2022-06-18T02:12:04Z,Nining Tambunan,Bang pesawat nya bagus,0,2
51,2022-06-16T16:35:54Z,Mhey Lia,"Thx ya ka.. Sngat membantu. Dr skian bnyk vlog tentang first flight, vlog ini yng paling detail dan sangat membantu. Sukses terus ka ?",1,2
52,2022-06-15T08:25:20Z,Bilaaa,"Terimakasih kaka.. sangat membantu sekali videonya, detail, jelas dan mudah dipahami. aku langsung subsscribe donk",1,2
53,2022-06-15T04:26:03Z,HC-TeguhOfficial,Sangat membantu sekali bang terimakasih atas infonya dan reviewnya semoga channel ini sangat bermanfaat bagi orang lain ??,1,2
54,2022-06-14T11:40:46Z,Ronelia Anggi,Mudah untk di pahami????,1,2
55,2022-06-08T09:06:46Z,Neneng Marsanah,"tutorial terlengkap,good",1,2
56,2022-06-01T11:49:27Z,Indra Jandru,Kk aku liat di youtub orang ada yang udah nyampe terus nganu kode kode  gitu,1,0
57,2022-05-30T10:58:03Z,Doyan mangan,Kebanyakan bacot,1,0
58,2022-05-30T10:57:44Z,Doyan mangan,Kebanyakan bacot,0,0
59,2022-05-21T10:51:45Z,alfi najar,Bang mau nanya. Sya kan beli tiket di online utk 2 orng saya dan istri sya. Pertanyaan sya apakh kita bisa duduk berdampingan dgn istri di pesawat???,2,1
60,2022-05-20T20:04:06Z,Syafitri Eko Yulianto,"Singkat, padat, jelas..<br>Thanks banget bang ikhwan, sehat selalu.",1,1
61,2022-05-18T11:21:04Z,Maleakhi Evinando Tamariska,Ka ikwan... Nanya dong <br><br>Tas bawaan sama bagasi beda ya? <br>Terus kalau transit gimana ka? <br><br>Terima kasih <br>Saya belum pernah soalnya mau naik jadi belajar sekarang hhe,1,1
62,2022-05-17T07:20:27Z,Sandixing,Tutorial ke toilet pesawat dong kak,1,1
63,2022-05-17T02:39:26Z,Dani Rsetiawan,Masih bingung kak. Untuk alat elektronik seperti HP apakah harus dimatikan atau cukup menggunakan mode penerbangan?,1,0
64,2022-05-15T14:48:01Z,Faezya Happy,Ko aku deg2an ya ?? berasa sedih lagi belum juga naik,1,0
65,2022-05-13T08:37:19Z,Ujang Warianto,Trims tutorialnya pak Bos,1,2
66,2022-05-12T08:53:08Z,Heyrinal,Kak mau tanyaaa<br>1. Waktu security cek yang pertama itu koper di timbang nggak?<br>2. Kalo misal udah check in online lalu koper ternyata 8kg (gratis bagasi kan ya kak? Maks20) dan itu harus checkin konter lagi?,1,1
67,2022-05-06T02:19:08Z,Reza Rifaldi,Delay 3 jam wkwkwk naik singa udara ??,1,0
68,2022-05-05T06:48:48Z,Official RGTV,Seru banget jadi rindu kehidupan normal tanpa menggunakan masker :(,1,2
69,2022-04-14T17:06:15Z,Dua_Lima_Dua,"<a href=""https://www.youtube.com/watch?v=9j4Td1SfI7U&amp;t=10m43s"">10:43</a> Pramugarinya cantik bang",0,2
70,2022-04-04T08:22:07Z,bocah gemblung,di menit 14.46 ada Sukhoi Su-30 MK2 Flanker TNI AU lagi parkir,1,1
71,2022-03-24T08:03:20Z,Tryana Haryanto,Bang serius nnya itu wktu ngerekam di dlm pesawat pke HP pa handycam soalx HP Aq matiin klo dah di dalam pesawat jd g bs buat video ??,1,1
72,2022-03-19T08:51:07Z,Latifatul Khoiriah,Kak penitipan koper di bagasi itu dibagian check in pas akan dapat boarding pass juga ya? Trus nnti pasti ditanya petugas ga buat dititipkan dan ditimbang dlu?,1,1
73,2022-03-19T05:35:08Z,Lele Lele,Lengkap banget penjelasannya . Makasih y kk,1,1
74,2022-03-13T01:59:23Z,Vynditanu Vivi,"Deg2an karena mau ke bali, pertama kali naik pesawat... Hehhe.. makasih tutorialnya bang..",1,2
75,2022-03-12T00:19:54Z,Mizna Assiaki,"udah lama nggak berpergian, jadi pengen naik pesawat dan berpergian lagi",0,2
76,2022-02-27T16:36:40Z,Imam Syafii,Lah ada dani,1,1
77,2022-02-27T12:38:40Z,Itha Tentero,p,1,1
78,2022-02-27T10:59:04Z,alishalihTV,"ka anak umur 4 thn bayar ga ya ,niat mau jemput anak naek pesawat nih tadinya",1,1
79,2022-02-20T11:55:41Z,Wader Uceng Temanggung,Pertama naik pesawat huh rasanya ndak karuan takut campur aduk....dari jogja papua transit di makasar  9 jm yang saya lakukan berdoa dan berdoa maklum WONG NDESO takut ketinggian??,1,0
80,2022-02-12T07:01:25Z,Candra taki taki,Terimaksih atas² info nya,0,2
81,2022-02-12T07:01:13Z,Candra taki taki,Mau nanya lagi nie bang pesawat buat bulan Maret tanggal 18 2022 ada gk bang buat ke palangkaraya jurusan nya ada gk bang,0,1
82,2022-02-09T02:33:09Z,Candra taki taki,Bang mau nanya.. Ktp nya di cek SEKEN apa cuman di ambil nik nya aja soal nya ktp ASLI SAYA PATAH jdi 2 cuman saya sdh sambung lagi bisa gk bang buat naik pesawat.. Ke kalimantan palangkaraya dri jakarta palangka KTP NYA di apain di seken apa di ambil Nik ajaajagmna bng penjelasan nya bisa,1,1
83,2022-02-06T14:46:51Z,GHAWWASH,"Bg, untuk barang di Kabin boleh ga dua tas? Total beratnya ga sampe 7 kilo.",1,1
84,2022-01-27T10:33:09Z,christo Tentero,Bang kalo dapet makanan dari pesawat gak bpleh bawa pulanh ya?? <br>Dan berapa jam jakarta banding,1,1
85,2022-01-18T20:27:04Z,herry gaming,"Kalau beli tiket bayar per orang yaa, hehe maaf norak 2022 :)",1,1
86,2022-01-18T03:23:05Z,jeruk manis,eh telat 2 th ty infonya kak,2,0
87,2022-01-14T23:31:36Z,Ngaret sek,klo ada transit gimana bang chekin ulangnya,1,1
88,2022-01-04T10:52:55Z,Mikaila Khairunnisa,Ka boleh bawa HP ke dalem trs ngerekam ya kak,0,1
89,2022-01-02T11:06:36Z,Iphone 11,Tutorial terlengkap,1,2
90,2022-01-02T11:06:27Z,Iphone 11,Alhamdulillah.,1,2
91,2021-12-28T19:52:58Z,lexa zara,"Big Thanks for you banggg ??<br>Dri semua penjelasan prosedur naik pesawat, lu doang yg paling clear and detail ??",4,2
92,2021-12-28T03:55:54Z,Hendy,ini baru detail,1,2
93,2021-12-25T04:22:46Z,fini Gazali,Bang cara tau itu koper kt bagaimana ? Apa.dkkasi kode apa gimn,1,1
94,2021-12-22T17:30:06Z,Calm BarBar,"Makasi bg tutorial yang jelas???????????? sekali dr sekian byk org yg bwt<br>Auto subs, sukses terus bg",1,2
95,2021-12-16T09:34:45Z,Binz Alamsyah,Thanks bang tutor nya.. first time taun depan saya dan kelompok ke Denmark menghadiri undangan Roskilde Festival,0,2
96,2021-12-15T16:39:20Z,Intan yuan,Kakaaa Makasi yaaa huhu detail bgt ini??,1,2
97,2021-12-14T05:07:24Z,JALIL RL9 Pwdd,Kek kenal pramugari nya kayak yg di vidio sebekah deh,1,2
98,2021-12-12T17:12:13Z,Randy The Music,Cara naik kapal laut gmn bang,1,1
99,2021-12-10T14:19:10Z,a premium,Klo yg masih 16 thn blm pnya ktp bisa ga?,1,1
100,2021-12-09T09:41:23Z,Riski Aidil,"Mksih bg,saya blom pernah naik pesawat,sngat membantu saya klo Allah SWT menyizinkan saya nanti pesawat..",0,2
101,2021-12-02T16:56:35Z,Dhian Prasetyo,Terima kasih sangat membantu ??,1,2
102,2021-12-02T02:20:12Z,Nur Laila,Akhirnya nemu tutorial yg dicari. SGT lengkap n jelas. HR ini pertama akan naik pesawat. SMG selamat SM plg kembali aamiin ?? trimakasih byk mas ??,1,2
103,2021-11-26T06:10:29Z,The Milky Tea,KAK  sekarang  korona   bisa  nggak  anak kecil  Naik  pesawat  ??,1,1
104,2021-11-24T06:59:26Z,Syahrul Mubarok,"Kak, kalau misalkan kita bawa 2 koper apakah akan kena biaya lagi ?? Kalau misalkan koper di bawa ke kabin apa di bagasi ?",1,1
105,2021-11-20T21:07:09Z,Intan yuan,Makasi huhu detail bgt,1,2
106,2021-11-14T01:51:27Z,Winarno Winarno,Tutorial yg ??,1,2
107,2021-11-12T10:50:36Z,Ernie Putri meilani,Tutor transit dong,1,2
108,2021-11-12T05:33:11Z,Ernie Putri meilani,"Mantap tutor nya,",1,2
109,2021-11-08T06:51:30Z,Stefani Aprillia,Kak kalo naik pesawat buat orang pertama kali tuh bakal ngerasain pusing gak sih? Atau sampe mual gtu yang orgnya gampang mabuk perjalanan. Terima kasih ??,1,0
110,2021-11-02T14:53:56Z,The Reds,ada yang tau IG Pramugari yang di Thumbnail?,1,2
111,2021-10-21T18:17:35Z,Nixon Hiariej,Bang gue nonton terus video abang tapi tujuan Ambon ko ga ada kalau ke ambon kabarin yah biar aku bisa jemput ????,1,1
112,2021-10-19T06:59:47Z,Cak Unji.85,"Salam dari anak kampung ??<br>Mau nanya bang, selama perjalanan apakah didalam pesawat diperbolehkan mengaktifkan smart phone bang?<br><a href=""http://www.youtube.com/results?search_query=%23maap"">#maap</a> belum pernah naik pesawat nih, cuma bisa liat di Ytb ??",1,1
113,2021-10-17T08:42:41Z,Lia Damanik,Bg boleh tidak bawa roti dan makan ke dlm pesawat citilink ?,1,1
114,2021-10-13T02:10:40Z,Doubel_B official,Nitip kopernya gimana kalo dibagasi,1,1
115,2021-09-25T03:27:59Z,Rizal Soaloon,Kak kalo misalnya kita transit itu kita ambil bagsi sendiri atau petugasnya yg memindahkan lagi barang nya kk?,0,1
116,2021-09-14T02:03:29Z,Ali Nurdin,awal naik pesawat tujuan jkt palembang 17 Januari 2014 waktu itu deg degn campur aduk dll,1,0
117,2021-09-13T23:26:26Z,Angga Setiawan,Mantap makasih,1,2
118,2021-09-09T05:53:31Z,muhamad solikin,"bang,mau tanya penerbangan dari bandara radin intan 2 ke bandara kalimarau kalimantan ada bang? <br>mungkin abang pernah kesana.",1,1
119,2021-09-02T18:58:07Z,Ahmad Muzagi,Tutorial ini masih berlaku untuk sekarang ga ya?,1,1
120,2021-08-27T19:44:56Z,akhmad noval,saya parno dan takut naik pesawat...tp insyaallah pasti bisa mengatasi rasa takut,0,0
121,2021-08-26T20:55:39Z,anggraeni kartika,Kak tutor nek pesawat pas pandemi boleh gak? Rencananya tahun dpn aku mau ajak kluarga kluar kota. Terima kasih,0,1
122,2021-08-22T12:05:33Z,fatimah official,"Mau tanya , apa kah bisa koper ukuran 18inc dibawa masuk taro cabin?",0,1
123,2021-08-21T10:04:00Z,weik patut,Cara rekues  dari labuan bajo ke Batam bang plis,0,1
124,2021-08-18T10:15:14Z,Mama Kasmi,"sslam sehat bang trmksih tutorial naik pesawatnya sgt bermanfaat bagi pemula,semgat n sukses terus bang..",1,2
125,2021-08-17T18:49:07Z,Yustitia Angelia,Kak ada video yg pesen dari traveloka gaa?,1,1
126,2021-08-14T09:32:07Z,Setiyo apriyandi,bang boarding itu apa ya ?,1,1
127,2021-08-14T09:03:00Z,Joannes Sihombing,josinael juga belum,1,0
128,2021-08-10T07:26:20Z,veemy solichin,edwin<br>apli kubtex hoel,1,0
129,2021-08-06T01:48:41Z,Rizka Azizah,"Kak, maaf belum pernah naik pesawat. Ini ngerekamnya pakai apa? Sy pikir dipesawat itu tidak boleh menyalakan alat elektronik sama sekali. ??",1,0
130,2021-08-05T01:49:20Z,Sylaa,Dari jakarta ke Kalimantan harus pake paspor ga ka?,1,1
131,2021-08-02T04:35:56Z,M. Rhafa Abidillah,Klo blm punya KTP gimana?,1,1
132,2021-07-27T06:38:43Z,Sandal Terbang,bang ATR72-600 dilihat dari mana ?,1,1
133,2021-07-21T05:23:31Z,ezza junior,Thanks informasinya abang??,2,2
134,2021-07-18T14:10:27Z,Betmen Cuy,"Karna insya allah 2 bulan lagi gua mao ke makasar naik pesawat pertama kali, ini vidio gua simak betul&quot; .<br>Trimakasih atas info lengkap dan jelas nya bang",1,2
135,2021-07-17T18:46:11Z,Winari Purnomo,Barang atau tas yg kita bawah ke dalam kabin pesawat di hitung dari berat bagasi ya mas,0,1
136,2021-07-08T05:02:20Z,Milly Zone,Lengkap bgt ??,1,2
137,2021-07-03T14:09:39Z,Ceyyaa,"maaf ka sebelumnnya , semua pesawat ga perlu makai paspor ya ka? soalnya aku mau naik tpi blm punya paspor , tolong jawabannya ka ????",1,1
138,2021-06-25T02:20:35Z,yellow cat anime short,"Makasih bang tutorialnya, besok mau terbang ke Bali soalnya hehe",1,2
139,2021-06-19T03:58:13Z,Egi Saputra09,Akhir bulan ini mau terbang tapi gak tau cara nya ??????,1,0
140,2021-06-18T19:23:31Z,Irfan Taufiq R,Langsung aku subscribe bang??sukses terus??,1,2
141,2021-06-18T19:14:21Z,Irfan Taufiq R,"<a href=""https://www.youtube.com/watch?v=9j4Td1SfI7U&amp;t=14m45s"">14:45</a> sumpah gw gak salah liat??? Ada jet tempur sukhoi ??? pengen banget liat langsung jet tempur??",1,1
142,2021-06-18T18:59:19Z,Irfan Taufiq R,Takut banget ???? kak mau nanya kalo naik pesawat emang pasti ada turbulensi???gimana rasanya?????,1,0
143,2021-06-18T03:45:19Z,wong gilo galo,Bang coba naik pesawat lion atr,1,0
144,2021-06-18T03:44:27Z,wong gilo galo,Bang coba naik pesawat lion,1,0
145,2021-06-16T17:20:00Z,joanna Sihombing,Kak untuk ambil bagasi info ny itu dimana ya kyk hrus ambil dinomer brp2ny itu gmn ada board pengungumannya ga,1,1
146,2021-06-16T03:19:10Z,Atikah Nur Aini,Di dalam pesawat boleh ngerekam pake hp g ?,1,1
147,2021-06-13T13:25:18Z,Saida Muthmainnah,"Sangat menginspirasi, terimakasih banyak bang",0,2
148,2021-06-13T01:24:06Z,grace hanny,"enak penyampaiannya, ga jelimettt santai tp serius<br><br><br>ga salah deh kasih ini tutorial ke adik gw yg masih kecil karna gw males ngasih tau ke dia??????<br><br>thaks bang ??",0,2
149,2021-06-12T00:07:15Z,Nirmala Channel,"Ka mau tanya dong untuk surat hasil rapid , kalo tni polri harus test pcr apa gmna ?",0,1
150,2021-06-11T13:09:45Z,Sitti Hasna,Gue pertama kali naik pesawat ribet sendiri ????,0,0
151,2021-06-09T16:37:58Z,Mudia Khaira,Dari bandara soekarno hatta ke bandung naik terminal yg no brp kak? Saya pertama kali naik pesawat dan pergi sendiri soalnya??,0,1
152,2021-06-08T08:06:28Z,Noor Faizah Muhammad,"Kesan pertama naik pesawat tegang, gugup takut ?? tp juga senang akhirnya merasakan naik pesawat??",3,0
153,2021-06-06T10:32:38Z,Warung Sobat,Samgat masnya sukses terus,1,2
154,2021-06-01T14:51:48Z,Nada SANDI,Persiapan naik kapal terbang????,1,1
155,2021-06-01T14:51:33Z,Nada SANDI,Keren jelas sekalee hahaha,1,2
156,2021-05-31T07:48:57Z,saya adalah saya,"Saya dulu pertama kali ke jawa kaget banyak bgt tmn² saya yang belum pernah naik pesawat dari kecil, mereka heran² kepada saya karna sering naik pesawat dari papua",0,1
157,2021-05-30T16:42:26Z,Youtubenya Sayaa,"Wahh berguna bgt ini, aku Jumat ini pertama kali mau naik pesawat ,makasih mas infonya jadi ga malu maluin nanti pas di bandara wkwk",0,2
158,2021-05-29T10:19:35Z,Roy Sinurat,Makan Kentang ama Kepiting<br>Slamat datang di Citilink.<br>Bravo SuperGreen ??,0,2
159,2021-05-28T18:10:26Z,Sefria Putra,Saya naik pesawat udah dr kecil... Pesawat odong&quot;,0,0
160,2021-05-27T02:08:21Z,ANAK KAMPUNG,Gua pertama naik pesawat ikut orang tua sepupu yg udh tua Allhamdulillah lancr d arahin????tapi gua kesini binggung nanti mau pulng sendiri naik pesawat????,0,0
161,2021-05-26T18:40:54Z,Lasria Simbolon,Trimakasih bg sangat bermanfaat??,0,2
162,2021-05-26T11:15:58Z,Kholid Mirbakh,Sangat membantu dan bermanfaat sekali yg pada belum pernah naik pesawat??,0,2
163,2021-05-25T13:03:43Z,Nunuk Sri,Kak kalo masih pelajar dan belum punya KTP pakek kartu pelajar atau apa?,0,1
164,2021-05-23T11:11:59Z,nana sipit,Tuk anak usia 2thun d9kuman ap yg d perlukan tuk check in d bandara,0,1
165,2021-05-19T19:28:39Z,irna,deg2an ????,0,0
166,2021-05-19T07:02:17Z,rovi suwahyo,Sby tarakan berapa ya tiketnya,0,1
167,2021-05-18T03:12:05Z,Sengki Klik,Thanks mas mantap.. Salam kenal ya ????,0,2
168,2021-05-17T02:16:18Z,Khol Bari,Gua naik pesawat udah 2 kali bang tapi pesawat lion air dari surabaya ke pontianak bg,0,0
169,2021-05-16T12:34:35Z,farhan ade pratama,Selamat hari raya idul gitri yah guyss,0,2
170,2021-05-14T00:55:57Z,Dharma Putra,Kontek paling mudah di mengerti auto subs,1,2
171,2021-05-12T07:00:43Z,Kelvin Vino,"Terimakasih ya kak atas videonya, sepertinya cuma vlog kakak yang bener2 menjelaskan secara detail, terimakasih",2,2
172,2021-05-11T19:56:50Z,WARGANET 62,"<a href=""https://www.youtube.com/watch?v=9j4Td1SfI7U&amp;t=13m08s"">13:08</a> POV thumbnail",1,1
173,2021-05-09T22:16:16Z,Putri banten Putri banten,Kk emang harus pakai ktp ya,0,0
174,2021-05-02T21:32:13Z,akim hunawa,Asepso,0,0
175,2021-05-02T15:41:39Z,Jovana List,"Mas kalo misalnya penerbangan kita ada transitnya, itu haruskah melapor ke petugas? Saya baca diinternet katanya harus melapor kepetugasnya sedangkan saya bingung petugas bagian yang mananya",1,1
176,2021-05-02T15:05:10Z,sehun chan,"Bang tutorial naik pesawat ke luar negeri dong, dari pergi, transit dan sampai negara tujuan???? saya nanya seperti ini karna saya yakin kalo bang ikhwan selalu ngejelasin yang detail jadi itu membuat saya mudah mengerti????",1,2
177,2021-04-26T18:27:36Z,Putri Aulia,Citilink ada bagasi gratisnya kak?,0,2
178,2021-04-26T05:55:20Z,Fauzi Zion,Semoga saya dapat aminn,0,1
179,2021-04-24T11:37:47Z,Akrama Cakra,Bang klo dia atas pesawat dingin gak bang,1,2
180,2021-04-23T05:31:26Z,Tesarnara59,Ada yg kurang lengkap yaitu swab test atau antigen...,2,0
181,2021-04-23T01:59:10Z,Kireicentia Dwiputri Yassim,Akhirnya dapat jg vidio tutorial naik pesawat ter ter ter terlengkap dan sangat sangat sangat mudah dipahami??,1,2
182,2021-04-21T15:33:34Z,RANDOM96,Pengen dah,0,2
183,2021-04-19T21:02:37Z,Abizack,"<a href=""https://www.youtube.com/watch?v=9j4Td1SfI7U&amp;t=14m47s"">14:47</a> kok ada MiG-29 fulcrum ya ?? hahaha",0,1
184,2021-04-16T01:47:32Z,syifa channel,Doain kk semoga bisa kemekah bareng ortu,1,1
185,2021-04-13T16:27:55Z,Aning Kinasih,Padahal cuma nonton doang ya tp berasa beneran ikut naik peswat,0,2
