,text,label,clean_text
16,"  I like Air Asia for been a good low cost airlines. But when you have an issue, the problem are starting and you will find nobody at the end for a solution or at least an answer. Air Asia changed the flight schedule by 5 hours and this was not compatible with my holidays. So I asked for a refund on Dec 2. On Dec 16, I went through the long and inefficient talk with robot AVA until I get in the queue for a human agent with n°90. After an hour, I got an answer: your refund will be done in 2 days. On Dec 20, after playing again with AVA for half an hour, I was granted to the queue with number 144. And after 2 questions, the chat was terminated by the agent or ? and I still not get and answer. But every time the claim case was solved. I guess this is a great satisfaction for Air Asia to close claims, without answering their customer. In fact AVA was better than the agent, but both are inefficient. So I gave up with AVA, and called the phone voicemail service for Air Asia Thailand. I explained my case and  after 24 hours still waiting for a call back when it should have been done in 24 hours. But for urgent case I can contact AVA: joke. Form this experience, I notice that the customer service at Air Asia is non-existent, but also when you consider the price of the ticket (must check everything: seat, luggage, food), Air Asia is no more advantageous compare to a normal airlines like Malaysia Airlines or Thai. And for a small difference of the fare you can talk to a real agent instead of a stupid robot and incompetent agents. For the future I will be careful before booking at AirAsia, since this company reschedule and cancel flights many times since the start of COVID and the new normal.",0,like air asia good low cost airlines issue problem starting find nobody end solution least answer air asia changed schedule hours compatible holidays asked refund dec dec went long inefficient talk robot get queue human agent n hour got answer refund done days dec playing half hour granted queue number questions chat terminated agent still get answer every time claim case solved guess great satisfaction air asia close claims without answering customer fact better agent inefficient gave called phone voicemail service air asia thailand explained case hours still waiting call back done hours urgent case contact joke form experience notice customer service air asia nonexistent also consider price ticket must check everything seat luggage food air asia advantageous compare normal airlines like malaysia airlines thai small difference fare talk real agent instead stupid robot incompetent agents future careful booking airasia since company reschedule cancel flights many times since start covid new norm
17,"  Miserable to non existent customer service, every single flight is delayed and no prior notice or updates are given. For the latest flight we were ushered into the gate area with no restrooms, no seating and no update given about the delay, there wasn’t even a person at the counter until well after the departure time. Easily the worst of budget airlines, please take your money elsewhere.",0,miserable non existent customer service every single delayed prior notice updates given latest ushered gate area restrooms seating update given delay wasnt even person counter well departure time easily worst budget airlines please take money elsewher
18,"  Although having checked in online, for the baggage drop off you are being referred to kiosk / machine to print your own luggage tag, however most of these kiosks are out of order or suddenly run into an error while processing your request. After addressing this to the staff, you're just referred back to the kiosk and after insisting it won't work, finally being referred to a counter to drop off your luggage. At waiting your turn at the counter, the completely uninterested ground staff member simple wanted to refer me back to the kiosk again even after i've stated it didn't work. When i insisted she mentioned her counter was for checking inn cabin crew only, it was clearly she was lying as other passengers were checked by her before. In the end i got another staff member involved who told the lady behind the counter to actually assist me, after which my bag was checked in smoothly within 3 minutes. in the meantime many agitated passengers encountered the same frustrating experience! I truly don't understand why an airline would tolerate such rude and indifferent behavior. I've filled a complaint with AirAsia about this, but i only received an automated answer and the day after an email saying my case was closed (with no information given or anything). Flying with AirAsia? Never again for me.",0,although checked online baggage drop referred kiosk machine print luggage tag however kiosks order suddenly run error processing request addressing staff youre referred back kiosk insisting wont work finally referred counter drop luggage waiting turn counter completely uninterested ground staff member simple wanted refer back kiosk even ive stated didnt work insisted mentioned counter checking inn cabin crew clearly lying passengers checked end got another staff member involved told lady behind counter actually assist bag checked smoothly within minutes meantime many agitated passengers encountered frustrating experience truly dont understand airline would tolerate rude indifferent behavior ive filled complaint airasia received automated answer day email saying case closed information given anything flying airasia nev
19,  We arrived 1.5 hours before our flight. Most of the kiosks were broken and we were sent to 4 different counters by the Air Asia staff.  After we finally made it to the front of the line to drop off our bags they refused to take our bags telling us we were too late. The lady at counter V16 was extremely rude and began criticizing me for not hearing her over the speaker system about the last call for dropping off our bags. I explained to her that we did not hear her because we were being shuffled around by their staff from counter to counter. She replied by telling me that she didn’t believe that I didn’t hear her and continued to criticize me further. She took zero accountability for their incompetent staff. We ended up missing our flight and had to rebook another flight. Later I returned to her counter to get her name so I could file a report but the staff acted dumb and told me they didn’t know her name. I then asked to speak to a supervisor and was told it was his day off?! None of the staff members wear name tags. We will never travel AirAsia again!,0,arrived hours kiosks broken sent different counters air asia staff finally made front line drop bags refused take bags telling us late lady counter v extremely rude began criticizing hearing speaker system last call dropping bags explained hear shuffled around staff counter counter replied telling didnt believe didnt hear continued criticize took zero accountability incompetent staff ended missing rebook another later returned counter get name could file report staff acted dumb told didnt know name asked speak supervisor told day none staff members wear name tags never travel airasia
20,  The worst airline I have ever dealt with. They would not allow me to book a pre-flight bag and then charged me $80 for a bag that was slightly overweight (10 kilos). I had no choice but to pay as I was on the way to the flight. They were totally disinterested in helping. Terrible experience all around.,0,worst airline ever dealt would allow book preflight bag charged bag slightly overweight kilos choice pay way totally disinterested helping terrible experience around
21,"  When the return flight was changed to another time, I had the option to change the date/flight to a new one. And I tried to do this, in the process to change it seems it doesn’t work and I get no confirmation email of the change. But so I find out they make up a new email which I have to register with on airasia website or some bullshit! So the ticket was changed and when it was time to check in for this flight, I also didn’t see any email to my own email and I lost my flight. Customer service is only a robot, and no phone number to customers support picks up the phone.",0,return changed another time option change dateflight new one tried process change seems doesnt work get confirmation email change find make new email register airasia website bullshit ticket changed time check also didnt see email email lost customer service robot phone number customers support picks phon
22," The worst flight! Of course was delayed! There was an accident with one of the passengers, help was provided late and because AirAsia are not providing stickers with the passenger details to the bags etc.. it took another 30-40 mins to find the bag of the passenger that was removed from the flight. Everyone was shocked and panicked, when I requested water after an accident it wasn’t provided, you have to buy it! Just ridiculous! Flight was 3 hours + and with all the delays we were in the airplane for more than 4-5 hours! Customer service is as low as it could be. Not talking about how uncomfortable and tight the seats was.",0,worst course delayed accident one passengers help provided late airasia providing stickers passenger details bags etc took another mins find bag passenger removed everyone shocked panicked requested water accident wasnt provided buy ridiculous hours delays airplane hours customer service low could talking uncomfortable tight seat
23,"  According their check in process, they mentioned we able start online check 14 days before departure. However, in reality is 10 days before. They should make the correction. Flight return from Krabi to Kuala Lumpur, most of the inflight meal was sold out. Cabin crew mentioned only left “ Nasi Lemak option”. When they make this announcement flight already on sky of Selangor. I don’t know what the purpose they make announcement of food sold out when the flight prepare for landing. They should bring more food since they notice no restaurant operate in international terminal. A320 Neo seat is suck. Not comfortable.",0,according check process mentioned able start online check days departure however reality days make correction return krabi kuala lumpur inflight meal sold cabin crew mentioned left nasi lemak option make announcement already sky selangor dont know purpose make announcement food sold prepare landing bring food since notice restaurant operate international terminal neo seat suck comfort
24," Never again with AirAsia. I wish I could have given it 0 stars. This is coming from a loyal customer during pre-pandemic days. This airline unfortunately never recovered from the pandemic. Both sectors (inbound and outbound flights) were delayed by more than 1.5 hours. Finally landed in the domestic terminal and was ushered by a bus to go to international, before walking all the way to immigration, and then had to wait for luggage. Absolutely horrible and ruined my day/week.",0,never airasia wish could given stars coming loyal customer prepandemic days airline unfortunately never recovered pandemic sectors inbound outbound flights delayed hours finally landed domestic terminal ushered bus go international walking way immigration wait luggage absolutely horrible ruined dayweek
25,"  My flight was suppose to be at 4.35 pm on 31/10/22. The flight got delayed to 5.50 pm. So I waited. After half an hour the flight got delayed another time to 6.40 pm. Isn't this ridiculous? We need to be there 2 hours before departure and the flight is delayed than 2 hours. I for one did not have enough currency to buy any food  and I was like super hungry.. by the time I reached KL I was starving.  This was a very bad experience for me. The cabin crew was so unfriendly, never even greet the customers when they enter, busy talking to themselves.",0,suppose pm got delayed pm waited half hour got delayed another time pm isnt ridiculous need hours departure delayed hours one enough currency buy food like super hungry time reached starving bad experience cabin crew unfriendly never even greet customers enter busy talk
26,  Absolutely the worst customer service. Can't ever talk to a real person. Tried to cancel due to a medical issue with relative. Did not want a refund but merely a credit towards a future flight when illness over but refused through their automated chat. Again no live person capabilities. The worst airline service experience ever. I would never do business with them again. I'll pay more elsewhere. Beware!,0,absolutely worst customer service cant ever talk real person tried cancel due medical issue relative want refund merely credit towards future illness refused automated chat live person capabilities worst airline service experience ever would never business ill pay elsewhere bewar
27,"  The system auto assigned my 8 yr old daughter to a seat 12 rows from me, which is against the airline's safety policy. When I contacted Customer service to raise my concern, they agreed to move her to a seat close by. But then at airport check in, I couldn't print boarding pass. Was told to go to payment counter and pay for changing my daughter's seat! After escalation, the manager even accused me of putting my daughter in a far away seat but now wants to move her closer, hence I should pay. I find her accusation so ridiculous. She finally agreed to waive seat charge, as though she did me a favor. I wonder why AirAsia system would assign young kids to sit by themselves.  My advise. Go with another airline!",0,system auto assigned yr old daughter seat rows airlines safety policy contacted customer service raise concern agreed move seat close airport check couldnt print boarding pass told go payment counter pay changing daughters seat escalation manager even accused putting daughter far away seat wants move closer hence pay find accusation ridiculous finally agreed waive seat charge though favor wonder airasia system would assign young kids sit advise go another airlin
28,"  I booked on the airasia.com powered by kiwi.com website and found out today my flight has been moved 6.5hrs earlier to a time I simply cannot make (and makes the journey from Siem Reap to Singapore 13 hours long!). I am now being told I get no refund if I don't fly on it because it would be a 'voluntary' cancellation, and it will cost over $320 dollars more to rebook to a later flight on the same day. I thought maybe after covid the terrible travel services would cease, but I guess Air Asia does not care. Shocking treatment.",0,booked airasiacom powered kiwicom website found today moved hrs earlier time simply cannot make makes journey siem reap singapore hours long told get refund dont fly would voluntary cancellation cost dollars rebook later day thought maybe covid terrible travel services would cease guess air asia care shocking treat
29," Had a flight from Bangkok to Osaka cancelled during COVID. They gave a partial refund but the rest remained as a voucher.  However, using the voucher is next to impossible. In March I wanted to go to Krabi but the voucher didn't work. I contacted the airline and explained the problem but they were so slow in responding that I ran out of time and had to book flights at a higher price and without the discount vouchers. When they finally got back to me they asked for my information and then I never heard from them again and they closed the enquiry without informing me. I'm trying to use the vouchers for another trip. I'm about a week away from when I need to fly and I still haven't been able to book flights because their customer service is so awful. I contacted them months ago via email (after they hung up on me on the phone twice!) and they asked me for my information again. They have so far confirmed that I have vouchers but haven't given me any way to use them either during booking or after booking. Once again I've waited so long that the flights I wanted have disappeared and I'll now be paying a higher price for flights I didn't want. The only way to contact them now is though their terrible online chat which never understands my question. I've managed to get in an online queue but I'm number 99 and have moved one place in about 30 minutes. ",0,bangkok osaka cancelled covid gave partial refund rest remained voucher however using voucher next impossible march wanted go krabi voucher didnt work contacted airline explained problem slow responding ran time book flights higher price without discount vouchers finally got back asked information never heard closed enquiry without informing im trying use vouchers another trip im week away need fly still havent able book flights customer service awful contacted months ago via email hung phone twice asked information far confirmed vouchers havent given way use either booking booking ive waited long flights wanted disappeared ill paying higher price flights didnt want way contact though terrible online chat never understands question ive managed get online queue im number moved one place minut
30,"  I booked this flight on August and AirAsia cancelled it so I had to reschedule. Then when finally came the travel time and I arrived at 7am at the Jakarta station, they told me that the flight to Medan has been rescheduled again this morning for 6pm so around 9 hours later. This was already bad because I booked a trip in Medan so I couldn't make it on time. And I didn't even receive any email or notification about rescheduling. Then around 3pm I got another email saying that the flight has been rescheduled for 1am of the next day. 5 min later I got another message saying the flight has been rescheduled for 1:50am. So 4 times rescheduled, together 16 hours of delay. They gave us ridiculously low amount of money as an excuse. When I started to think about a refund and I tried to book another flight at the same day with another company, AirAsia said that I won't get any refund because I rejected it. Which I did not, they told me about the refund and I said that I have to think about it. ",0,booked august airasia cancelled reschedule finally came travel time arrived jakarta station told medan rescheduled morning pm around hours later already bad booked trip medan couldnt make time didnt even receive email notification rescheduling around pm got another email saying rescheduled next day min later got another message saying rescheduled times rescheduled together hours delay gave us ridiculously low amount money excuse started think refund tried book another day another company airasia said wont get refund rejected told refund said think
31,"  My Bangkok to Phnom Penh flight in October 2022 was rescheduled and I received an email notification of the change of flight time. There was a 7.5-hour change of time, so I decided to cancel my ticket and receive a refund. I couldn't see any option to contact a member of staff, other than a bot on the AirAsia website. Since submitting my claim, I haven't received any correspondence from AirAsia. Luckily, it was a really cheap flight and I can take the loss. I certainly wouldn't book with AsiaAir again because I just wouldn't want to be placed in a similar situation. ",0,bangkok phnom penh october rescheduled received email notification change time hour change time decided cancel ticket receive refund couldnt see option contact member staff bot airasia website since submitting claim havent received correspondence airasia luckily really cheap take loss certainly wouldnt book asiaair wouldnt want placed similar situ
32,"  Flight was cancelled more than 2 weeks prior to departure for ""Operational reasons"". Attempted to secure a refund but it took over 2 weeks just to get a response. AirAsia, decided that, rather than a 5 hour transit, an alternative flight a day later with around 15 hours of travel was a sufficient substitute. Over 3 weeks later and I am still waiting to understand if I will receive a refund. Will never book with AirAsia again.",0,cancelled weeks prior departure operational reasons attempted secure refund took weeks get response airasia decided rather hour transit alternative day later around hours travel sufficient substitute weeks later still waiting understand receive refund never book airasia
33," Worst flight experience ever. Had double booked due to system error. Filed in a refund request for one ticket to AirAsia but seems they don't want to give my money back. The process took so long and no customer service available anywhere to give your complaint directly. D-1 before my scheduled flight, my morning flight got rescheduled to the afternoon without other option available to refund or even reschedule my flight. The system in the check-in terminal is slow. I think the company is facing bankruptcy.",0,worst experience ever double booked due system error filed refund request one ticket airasia seems dont want give money back process took long customer service available anywhere give complaint directly scheduled morning got rescheduled afternoon without option available refund even reschedule system checkin terminal slow think company facing bankruptci
34,"  Had a flight 2.9.22 18:55 to Kuala Lumpur - I'm there an hour early - sitting at my Gate 6a it says very clearly 18:55 DPS-KUL AirAsia at the Gate. I go to board they tell me my flight its the other flight at 18:55 AirAsia to Kuala Lumpur at Gate 2 but it’s already left. I go to the other gate explain, they say it’s my fault because I didn’t go to the live checkin. And had I done the online checkin properly I would have seen. This is the text on the online ticket: ""you may proceed directly to the gate using this e-boarding pass"". The employee said there were tickets available the same day, but until I admitted it was my fault he would not give me one for today but instead for tomorrow.  I have never ever experienced anything close to this. In the end luckily I managed to get a ticket for the same day but had to pay the difference.",0,kuala lumpur im hour early sitting gate says clearly dpskul airasia gate go board tell airasia kuala lumpur gate already left go gate explain say fault didnt go live checkin done online checkin properly would seen text online ticket may proceed directly gate using eboarding pass employee said tickets available day admitted fault would give one today instead tomorrow never ever experienced anything close end luckily managed get ticket day pay differ
35,"  I went to my gate entrance for my domestic flight at 2.15 when my flight is at 2.50. At the time, when the officer scanned my boarding pass the machine said ""not checked in"" even thought I clearly had the boarding pass. The officer said to try again in 5 minutes and the same result kept coming up until 15 minutes had passed and now the result became ""too late to board"". The officer told me to go to the service counter and they kept sending me to different service counters until I reached the rudest lady who initially told me that I can't board within 20 minutes of take off, even though I was at the gate 35 minutes before take off. I kept begging her to help me but all she said was ""please step aside, sir. I'm busy"". That was 5 minutes prior to the supposed take off and of course I missed the flight. After all of this I had to go retrieve the bags I checked in and that took over 20 minutes, at which time I found out the flight had been delayed by 40 minutes. I have to wait for the delayed flight to depart before I can take back my checked in bags. What kind of customer service is this? Also I was informed that they may help me with rescheduling the flight if I pay the difference even though 1 AirAsia employee told me it was the system's fault.",0,went gate entrance domestic time officer scanned boarding pass machine said checked even thought clearly boarding pass officer said try minutes result kept coming minutes passed result became late board officer told go service counter kept sending different service counters reached rudest lady initially told cant board within minutes take even though gate minutes take kept begging help said please step aside sir im busy minutes prior supposed take course missed go retrieve bags checked took minutes time found delayed minutes wait delayed depart take back checked bags kind customer service also informed may help rescheduling pay difference even though airasia employee told systems fault
36,"  I submitted an app check in and it was successfully submitted. I had no check in baggage so I only went to the airport 50min before the flight to print my boarding pass and board the plane. But when i went to the airport it was not reflected on the system and they said I was not checked in and as such cannot check in anymore as counter is closed. The only solution was to buy a new air ticket. And I was not given a choice of seats and was asked to purchase what i later found out to be the most expensive seat on the plane, a hot seat, which I did not ask for. A simple trip air ticket cost doubled and totally ruined my trip. ",0,submitted app check successfully submitted check baggage went airport min print boarding pass board plane went airport reflected system said checked cannot check anymore counter closed solution buy new air ticket given choice seats asked purchase later found expensive seat plane hot seat ask simple trip air ticket cost doubled totally ruined trip
37,"  Return flights for August 2022, both changed to one that didn't work for me at all. Reason given was that getting me safely to my destination was their highest priority. Rejected the new flights and requested refund via their AVA bot. 3 days later, sent me email confirming the replacement flight booking that i had rejected. No way to contact other than ava bot. Messed up my travel plans and now adding to my problems.",0,return flights august changed one didnt work reason given getting safely destination highest priority rejected new flights requested refund via bot days later sent email confirming replacement booking rejected way contact bot messed travel plans adding problem
38,"  Tried to book a flight through their website. They process my credit card then the next day sent an email stating unsuccessful in the process. But credit card transaction went through. Now to get funds back, it will take 14 to 30 days. The worst customer service I have ever deal with. No support, no phone number or live person to talk with. ",0,tried book website process credit card next day sent email stating unsuccessful process credit card transaction went get funds back take days worst customer service ever deal support phone number live person talk
39,"  Flight was cancelled and retimed multiple times to exceedingly inconvenient timing. It is never okay to retime flights to another time because if it was, then I would have bought the ticket at that time and not the one that I choose. Airasia has no customer service whatsoever. A useless robot is not customer service. Airasia also practices Excessively draconian rules on baggage weight as if an extra 1kg of carry on baggage. Charges customers exorbitantly for baggage, food or any service under the guise of ‘low cost’. ",0,cancelled retimed multiple times exceedingly inconvenient timing never okay retime flights another time would bought ticket time one choose airasia customer service whatsoever useless robot customer service airasia also practices excessively draconian rules baggage weight extra kg carry baggage charges customers exorbitantly baggage food service guise low cost
40," AA has gone from bad to worse, if that is possible! Tried to change flights due to a visa issue but the only form of interaction is with AVA - an auto-bot with limited information. I have been trying to reschedule for over 2 hours now without any success. This is tantamount to fraud and scam - AirAsia is essentially robbing us of our money. I will never book through AirAsia again. If the airline is unable to provide an adequate customer service, the whole outfit should just close shop or sell to a party better able to run the airline. What a waste of money!",0,gone bad worse possible tried change flights due visa issue form interaction autobot limited information trying reschedule hours without success tantamount fraud scam airasia essentially robbing us money never book airasia airline unable provide adequate customer service whole outfit close shop sell party better able run airline waste money
