text,label
"Aku menggunakan jasa penerbangan lewat udara maaf bukan maksud menyombongkan diri. Rasanya sudah berkali kali. Dari pesawat yang mahal sampai yang termurah pun sudah pernah saya naiki. Well di sini saya bukan complaint soal pelayanan di dalam pesawat, well they service was good. Tapi saya bener bener kecewa dengan pelayanan batik airlines offices Tadi siang,sekitar jam 11 an waktu Jakarta setempat, batik officer yang ada di dalam bandara soekarno hatta, di saat saya panic di karnakan jaket saya ketinggalan di pesawat, karna pesawat saya batik airline otomatis saya mencari agent nya batik airlines dong, gak mungkin mau nyari Garuda airline. Tapi waktu saya masuk ke dalam officer nya ada Mbak Mbak yang cantik lupa mencatat namanya, disitu Mbak nya lagi asik mainin hape, ketika saya datang pun dia agak males2 an nge jawab saya yg sedikit agak panik. Di saat saya Tanya di mana bisa ke lost and found untuk mendapatkan jaket aku kembali Atau at least dia bisa membantu saya utk menanyakan ke petugas Dari badan batik airlines yang bertugas ngecek di dalam pesawat . Tapi si Mbak nya Cuma ngasih petunjuk untuk Tanya ke security Dan ketika aku Tanya ke security mereka tetap menyarankan untuk ke badan batik airlines officer. Akhirnya saya bolak balik kesana kemarin naik turun lift dgn membawa koper smp 3kali gak menemukan titik kejelasan. Dan saya perlu tegaskan disini saya juga ada penerbangan lanjutan ke Shanghai setelah landing Dari Denpasar ke Jakarta,Jadi Dari pada saya ketinggalan pesawat selanjutnya akhirnya saya merelakan jaket saya yang boleh di kata bukan lah jaket mahal juga tapi mengingat Shanghai sekarang lagi musim dingin jadi saya perlu jaket. Tapi saya Cuma kecewa sama pelayanan yang menurut saya tidak professional sama sekali. Bapak manager yang terhormat mungkin bisa lebih selective lagi dech untuk memperkerjakan seorang karyawan jangan pilih karyawan yang hanya makan gaji buta aja.Duduk santai di ruangan ber AC mainan hape. Sayang banget bpk, di luar sana mungkin masih banyak Mbk Mbk yang lain nya yang bisa kerja lebih bagus lagi. Kirannya cukup sekian uneg uneg kekecewaan saya terhadap karyawan batik airlines. Kalau di Tanya would u like to flight again with batik airlines??? my answer probably NOT if they don’t know how to improve the service. I will prefer to buy another flight.",0
Kecewa pasilitasnya tdk ada tv dan dellay di dlm pesawat -+40 menit dan harga normal batik cukup tinggi harganya... Tujuan sy naik batik karna ada hiburannya tv akan tetapi zonk..,0
Penerbangan di reshadule. Gak bisa cek in on line. Masa jaman now.. harus antri di bandara untuk cek in.  Saya call cs juga tidak bisa bantu apa apa. Masal saya di suruh call lagi dan buat laporan keluhan saja.,0
Perbangan saya di reschadule oleh pihak batik. Saya di info sekitar 3 hari sebelumnya. Masalahnya wkt saya mau cek in on line jadi gak bisa.. saya call cs batik. Kata nya karena ada reschadule maka saya gak bisa cek in online. Cek in harus di airport.  Bayangkan saya akhirnya harus ngantri untuk cek in di airport? Dan belum tentu dapat kursi di gang seperti kebiasaan saya...  Parah parah...  Pelayanan sama gak memuaskan seperti lion air saja,0
"Apakah sudah tidak ada layanan tv/ monitor? beberapa kali kemarin naik ada tv tapi tidak hidup, pramugari bilang sistemnya belum tersedia, sekarang malah tvnya gak terpasang disetiap kursi, supaya dapat dijelaskan agar customer dapat memilih berdasarkan budget dan fasilitas yang memang real ada.",0
"Memang sudah biasa kalo penerbangan Lion delay, karena itu ketika penerbangan KL ke Jkt delay 3 jam, saya minta bantuan pihak Lion dan Batik baik di KL maupun di Jkt untuk menjadwal ulang connecting flight saya dari jkt ke smg. Mereka di Kuala Lumpur memastikan tiket saya bisa di jadwal ulang. Saya mendapatkan pula konfirmasi dari Lion dan Batik di jakarta. Ternyata sampai di Jakarta, tiket bisa dijadwal ulang dengan membeli tiket baru hehehe. Now I understand.",0
"Perjalanan ke Jakarta dari Yogyakarta tanggal 19 Juli 2017 pada jadwal 09.45wib , diberitahukan bahwa kondisi delay karena pesawat belum datang. Delay sampai jam 10.00. Saat jam sudah pukul 10.00 tapi penumpang tidak segera dipanggil. sama sekali tidak ada kompensasi apapun dari pihak Batik Air. Tidak ada keterangan apapun dari petugas. Kemudian penumpang dipanggil untuk masuk pesawat pukul 10.45wib . Saat kami sudah di dalam pesawat, tidak segera berangkat padahal mesin sudah menyala. Air crew menyampaikan bahwa lalu lintasnya padat. Baru pada pukul 12.05 pesawat berangkat menuju Jakarta.",0
Sering menggabungkan penerbangan jadi penumpang digeser jadwalnya maju atau mundur dari jadwal yg dipilih. Modus menjebak penumpang seolah jadwal banyak pilihan tapi kemudian digabung agar semakin untung dengan merugikan penumpang. Kapok pilih jadwal Batik Air dengan harga relatif lebih mahal.,0
"Kami memiliki bagasi yang totalnya 6 bagasi. Setelah samapi di Surabaya, kami menemukan bahwa hanya terdapat 3 bagasi yang kami temukan. Setelah kami cari tahu, banyak penumpang yang juga kehilangan bagasinya (lebih dari 20 bagasi yang hilang). Tidak hanya itu, bagasi yang kami ambil juga tidak di cross check oleh petugas. Disini dapat diartikan bahwa penumpang siapapun bisa mengambil bagasi kita.",0
"Saya mau check in. Katanya udah ad yg check in atas nama saya. Akhirnya sy batal terbang. Uang melayang. Trus gitu aja, gak ada tanggung jawabnya. Refund ny pun lelet.",0
"Pesawat dengan ruang kaki cukup lega. Dapat makan, tapi pilihan cuma nasi dan nasi dengan menu daging. Tidak ada opsi lain bagi saya yang vegetarian. Ditawarkan kopi dan teh, ketika saya minta kopi disuruh tunggu katanya lagi refill. Ditunggu tak kunjung datang, pas di tanya lagi, ktnya ud prepare landing. Jadi ya ga kebagian.",0
"Sudah beberapa kali melakukan penerbangan dengan batik air, namun sering kali inflight entertainment tidak ada/rusak",0
"Saya Bepergian Dr SUB Ke PKU dengan Memesantiket di Blibli. Dr hasil Pemesanan Saya mendapatkan Tiket dengan Harga 2.196.000 ID 6852 Direct flight to PKU (6.15-11.40), Namun ada keganjilan setelah saya melihat Tiket yang jam Terbang nya selama 5jam. Saya yakin ini Transit namun setelah Di bandara saya Pertanyakan ke petugas mereka tidak bisa ngomong apa Apa. Mereka Tahu klo ini transit padahal informasi yang saya terima di Blibli adalah Direct. Sampai Di Jakarta Tidak ada Petugas yg menunggu untuk penumpang yg transit, yg akhirnya saya berjalan sampai keruang tunggu dan harus kembali lagi ke transit loket utk boarding. Yang menjadi hal yg paling tidak menyenangkan adalah Saya Pesan Tiket Batik namun saya satu pesawat juga dengan Penumpang yg pesan tiket Lio, apakah ini bisa Disamakan... dr Class Lion dan Batik Saja Seharus nya Sudah Berbeda. namun Semua ini Di nikmati saja... Mengapa Harus bingung...alhamdulilah saya terbang Nyaman dan tiba dengan selamat",0
"memilih naik batik air, krn menghindari lion air yg pelayanannya buruk, tp ternyata juga gak lebih baik. penerbangan tidak delay, walaupun ada ngantri waktu mau take off, hanya herannya pilot atau co pilot sama sekali tidak menyapa penumpang seperti maskapai lain, biasanya pilot memperkenalkan diri dan minta maaf jika penumpang harus tunggu lama untuk take off, juga, sebelum take off dan landing juga tidak ada pemberitahuan soal mematikan/menyalakan handphone (apa memang sudah dicabut aturannya yaa?). dibagikan roti, tp kurang enak, rasanya seperti roti2 yang dijual di warung 2000rban. landing di bali, untuk buka pintu pesawat setelah pesawat berhenti total kami nunggu lagi hampir 20 menit, dan saat berhenti itu didalam pesawat sangat panas. mengecewakan. tidak lebih baik dari maskapai berbiaya rendah...",0
"Pertama kalinya menggunakan maskapai ini.  (-) Penerbangan Jam 11.00, saya datang di Bandara jam 08.30 untuk check-in di counter, dibilang tidak bisa taruh bagasi dengan alasan jam penerbangan masih lama takut tercampur dengan bagasi di penerbangan lain, mmmh masuk akal sih, cuma koq maskapai pesaingnya bisa? (-) Tidak ada on-board entertainment, mmmh...penerbangan 3 jam tidak ada hiburan, cuma ada majalah tipis yang mungkin bisa habis dibaca dalam waktu sejam (-) Karena puasa, jadi ada opsi untuk bawa pulang makanan, sayangnya cuma dikasih paperbag tanpa kotak seperti maskapai pesaing, yakin makanannya bakal berantakan dai dalem paperbag, itupun jumlah paperbag-nya terbatas, jadi sebagian penumpang ga dapet. mmmh... (-) Variasi minuman ga sebanyak maskapai pesaing, cuma dikasih air putih dari botol mineral, ada teh dan kopi tapi ga ditawarkan kalau kita ga inisiatif minta  (+) Tepat waktu  Intinya Batik Air itu maskapai harga premium tetapi kualitas ga beda jauh dengan LCC seperti Lion Air, Lebih baik terbang dengan maskapai pesaing, atau naik Lion Air aja sekalian",0
Sudah beberapa kali naik batik tapi hiburannya mati berasa diPHP banget kan pilih maskapai ini karena hiburan yang ditawarkan Tolong segera diperbaiki fasilitasnya,0
"Terlambat 30 mnt, In flight entertainment hilang, Roti isi ayam yg kurang enak. Pelayanan cabin crew ok & ramah, take off & landing smooth. Jarak antar seat yg ok, mudah memilih seat namun sayang hanya bisa 24 jam sebelum flight & tdk bisa sekaligus utk penerbangan return.",0
"Flight telat 1 jam, in flight entertainment yg menjadi alasan Saya memilih Batik Air tidak ada dan tidak mudah utk memilih seat di web check in Batik. Landing smooth as usual, pelayanan ok, jarak bangku ok.",0
"kami sangat bangga naik batik air, itu dulu pada saat awal-awal batik air memulai penerbangannya. kami sangat ingat penerbangan kno ke cgk, dengan jadwal tepat waktu sekelas dengan seniornya garuda. sayangnya saat ini batik air banyak berubah mungkin tergerus dengan arus makin dicintai konsumen terhadap komitmen terbang batik air. kekecewaan kami pada saat flight sub ke cgk tanggal 30 dec 2017. kami kecewa bukan karena delay yang hampir 4 jam dengan alasan cuaca dan kami sangat mengerti dan berterima kasih karena Batik air mengutamakan keselamatan tetapi yang kami sesalkan kelakuan dari staf darat mereka yang tidak menginformasikan serta lari dari ruang tunggu bandara. kami dan beberapa tamu harus terpaksa turun ke customer service untuk marah-marah terlebih dahulu. harapan kami batik air harus bisa mendidik staf mereka untuk tampil professional di depan customer setia batik, untuk pesawat dan awak kabin serta pelayanan tetap ok. Mungkin batik air pun harus professional seperti setiap pesawatnya dilengkapi hiburan seperti janji di awal karena masih ada pesawatnya yang tidak dilengkapi monitor hiburan. berbenahlah batik air demi batik air juga.",0
"Kami menulis surat elektronik ini untuk menyampaikan komplain kami terhadap pelayanan dan keramah-tamahan yang sangat buruk dari seorang pramugara di pesawat Batik Air yang kami tumpangi pada hari Minggu, tanggal 19 Nopember 2017, yang lalu. Minggu lalu, kami sudah mencoba mengirimkan melalui email customercare@batikair.com selama dua kali tapi selalu dapat email pemberitahuan gagal terkirim dan 1 kali mengirimkan melalui email info@batikair.com, tapi belum ada balasan sampai sekarang.  Pada hari minggu, tgl 19 November 2017 kami menggunakan Batik Air, dengan nomor penerbangan ID 6575, tujuan Jakarta, dari bandara Juanda. Pada penerbangan tersebut terdapat kejadian tidak mengenakkan dimana seorang pramugara bernama Roby bersikap arogan dengan berkata kasar (intonasi membentak) kepada kami.   Duduk perkaranya adalah sebagai berikut. Kami membawa stroller untuk bayi kami didalam penerbangan tersebut, dan kami tanyakan kepada petugas check-in dibandara Juanda dan petugas ground (masing-masing adalah perempuan, tapi kami lupa namanya, akan tetapi harusnya bisa dicek disistem informasi Batik Air) apakah stroller tersebut harus dititipkan dibagasi atau bisa dibawa masuk kedalam kabin pesawat, dan menurut mereka BISA dibawa masuk kedalam kabin pesawat, dan pada saat menjelang keluar dari pesawat nanti stroller dapat diminta ke pramugara didalam pesawat dan oleh yang bersangkutan diambilkan dari kompartemen didalam pesawat, dibawa kekabin pesawat, dan diserahkan kepada kami.   Tetapi saat menjelang keluar dari pesawat, pada saat kami meminta stroller kami kepada si Roby tersebut, pramugara tersebut justru membentak dan berkelit bahwa itu bukan tanggung jawab dia. Kami sampaikan kedia bahwa perilaku dia akan kami sampaikan customer service Batik Air dan kesurat pembaca sehingga dapat diketahui oleh khalayak umum. Akan tetapi yang terjadi dia malah MENANTANG dan minta nama lengkapnya dicatat saja untuk dilaporkan. Sangat disayangkan sekali apabila perilaku tidak normal dan tidak terpuji dari pramugara tersebut dapat mencoreng nama baik Batik Air.  Kami sebenarnya tidak mempermasalahkan apabila stroller tersebut harus disimpan didalam bagasi pesawat, ASALKAN informasinya jelas dari awal dan tidak membingungkan seperti kemarin. Akan tetapi, berhubung petugas check-in dan ground diawal sudah mengatakan bahwa stroller bisa dititipkan dan diambilkan oleh pramugara didalam pesawat agar bisa langsung kami gunakan ketika kami meninggalkan pesawat, maka kami memintanya kepada si Roby tersebut. Roby, sebagai seorang pelayan tamu pesawat, seharusnya bersikap sopan didalam memberikan penjelasan kepada kami, baik dia dalam posisi yang benar apalagi dalam posisi SALAH seperti kemarin. Namun yang terjadi tidak demikian; yang ada dia malah bersikap tidak sopan dan menghargai kami sebagai tamu Batik Air. Dengan tegas kami sampaikan bahwa sikap saudara Roby yang arogan, membentak, dan tidak mau membantu kami untuk mengurus stroller sangat-sangat membuat kami sangat tidak nyaman. Sayang sekali apabila maskapai sekelas Batik Air mengalami salah koordinasi antara pihak check-in, ground, dengan pramugara (atau memang pramugara tersebut yang malas untuk membantu kami). Dan yang paling kami sayangkan adalah adanya pramugara yang tidak sopan, karena dari awal sudah kami tanyakan apakah kami dapat dibantu untuk pengambilan stroller, dan petugas check-in dan ground sendiri mengatakan bisa dibantu, oleh pramugara dipenerbangan kami.   Saya meminta Batik Air mengambil tindakan untuk memberikan pelatihan kembali (mengingatkan kembali) tentang pelayanan dan keramah-tamahan kepada pramugara Roby tersebut agar bisa berbicara kepada tamu pesawat dengan sopan dan baik. Kami meminta respon segera dari pihak Batik Air atas keluhan kami, apalagi kami adalah pelanggan setia Batik Air selama ini. Apabila tidak ada respon yang memuaskan dari pihak Batik Air, maka kami tidak akan segan untuk mem-blow up permasalahan ini melalui surat pembaca maupun media sosial.",0
"Jadwal terbang j. 05.35 pagi, sampai di terminal 1C jam 04.05, antrian di pintu masuk terminal dan loket check-in sudah mengular dan crowded.. Ketika menunggu antrian, tiba-tiba diumumkan, bahwa penumpang dengan jadwal penerbangan saya sudah masuk ruangan tunggu dan pengumuman berikutnya sudah harus naik pesawat, padahal masih sekitar jam 04.40-an. Ketika bertanya ke petugas, petugasnya malah bilang, gak apa-apa, nanti boardingnya jam 5.. tapi petugas di loket check in malah teriak-teriak untuk masukin bagasi penumpang dengan nomor penerbangan saya.. begitu heboh dan sesak orang-orang dan akhirnya bikin penumpang panik dan harus lari-lari ke ruang tunggu.. Pramugarinya pun tidak ada senyuman dan makanan sangat kering, tidak ada rasa.",0
"Diawal beroperasi, Maskapai ini menekankan layanan premium dan tepat waktu. Saya sempat menikmatinya. Namun belakangan, mulai tidak on schedule. Bahkan layanan entertaiment off selama penerbangan. Kecewa.",0
Baru kali ini saya mencoba pesawat batik air tujuan kul ke cgk dengan id7162m. Harus nya terbang jam 16 30 delay sampai 19 30belum terbang juga menunggu penumpang dari penang. Tapi kita sudah di suruh masuk pesawat dari jam 19 00.,0
"Penerbangan bersama Batik Air pertama kali saya ditempuh dari bandara Internasional Soekarno Hatta terminal 1C. Awalnya saya berharap lebih dengan maskapai yang masih satu group dengan Lion Air ini. Namun, ternyata saya salah. Kesan pertama di terminal 1C cukup baik pada saat memasuki ruangan terminal, lalu rasa kurang menyenangkan mulai saya rasakan pada saat mendapati meja counter bagasi drop yang beroperasi hanya sedikit, sedangkan kondisi saat itu sedang cukup ramai. Saat saya mendapatkan giliran untuk pelaporan bagasi, saya juga dilayani oleh petugas dengan tidak ramah, tidak ada sapa, senyum, salam, saya dilayani dengan biasa saja, tidak ada yang memuaskan, malahan membuat saya menjadi kurang senang dengan pelayanannya. Ditambah lagi kualitas kertas boarding pass yang kurang baik untuk sekelas maskapai Full Service. Kualitas kertas yang digunakan sama dengan penerbangan Lion Air dan Wings Air. Menggunakan terminal 1C sebagai rumah dari Batik Air, menurut saya cukup baik, karena suasana di terminal ini cukup baik, tidak seperti terminal 1A dan 1B yang saya tahu tidak senyaman terminal 1C.  Ruang tunggu C7 yang digunakan Batik Air, cukup baik dan ada juga lounge bagi penumpang Bussines Class. Lounge Batik Air akan lebih baik lagi, bila bisa juga diakses oleh para penumpang kelas ekonomi, tetapi dengan tambahan biaya sewajarnya, pastinya akan semakin ramai dan menjadi salah satu pemasukan tambahan, di saat penumpang menunggu penerbangannya atau bahkan trasit penerbangan bersama Batik Air.  Penerbangan pagi itu menuju Bandara Sultan Thaha Syaiffudin di Jambi, proses boarding sesuai dengan waktu yang tertera di boarding pass penumpang, dan itu sangat bagus. Namun, saya kembali dibuat kecewa dengan pelayanannya, di mana saat itu kondisi agak gerimis sedang, dan penumpang harus naik ke pesawat dengan berjalan kaki menuruni gedung bandara, tidak menggunakan fasilitas garbarata. Ada satu moment yang kurang berkesan di sini, di mana sudah ada petugas ground di bawah tangga, tetapi kami para penumpang hanya diberitahukan pesawat yang akan digunakan, dengan ditunjuk dan bebicara singkat, lalu petugas itu sibuk dengan ponselnya. Lalu, kami hanya berdiri terdiam di ujung tangga, karena dikira akan disediakan fasilitas bus untuk mengantar kami ke pesawat, tetapi setelah beberapa saat ditunggu yang kami harapkan tidak ada, padahal saat itu sedang gerimis sedang. Lalu, saya menanyakan kepada petugas ground yang sedang sibuk dengan ponselnya itu, apakah kami boleh menuju ke pesawat yang dimaksud ? Lalu boleh jawabnya dan mempersilahkan kami berjalan kaki menuju pesawat, sambil bergerimis - gerimis ria. Hufff.... pelayanan maskapai full service yang sangat buruk.  Sesampainya di dalam pesawat, para pettugas kabin menyambut dengan baik, ramah, dan rapih. Kondisi interion pesawat juga sangat baik. Hiburan yang disediakan di dalam penerbangan cukup baik, ditambah dengan kualitas layar touch screen yang sangat responsif, bahkan lebih baik dari pada maskapai Garuda Indonesia. Namun, di sini penumpang agak sedikit kecewa karena tidak disediakan headset atau earphone, seperti penerbangan Garuda Indoensia, tetapi penumpang kelas ekonomi bisa mendapatkannya dengan membelinya dari petugas kabin, dengan harga yang cukup terjangkau.  Makanan yang diberikan dalam penerbangaan saat itu adalah hanya 1 buah roti isi dan air mineral botol. Waw, cukup baik sebuah penerbangan memberikan air minum berbentuk botol, karena maskapai yang lain hanya memberikan penumpang air mineral gelas untuk melepaskan dahaga selama perjalanan. Perjalanan hari itu cukup menyenangkan karena berangkat dan sampai di Kota Angso Duo tepat waktu.  Saya masih berharap Batik Air berbenah dan menjadi lebih baik.",0
"harapan menggunakan batik air adalah adanya inflight entertainment dan makanan. untuk perjalanan agak jauh 3.5 jam agak mengecewakan karena tv tidak nyala dan sepertinya sudah lama seperti itu. makanan sangat mengecewakan. nasi, daging dan sayuran wortel dan jagung seperti dibuat seadanya.",0
"Pada batik dari JOG ID 7538, In flight entertainement mati dan saat landing, karena hujan penumpang terpaksa menunggu lama utk bis dan sebagian memaksa berjalan dibawah hujan krn terlalu lama menunggu.",0
"Entah sengaja atau tidak seorang pramugari pada penerbangan Batik Air ID 7580 pada tanggal 30 September 2016 pukul 10.30 dari malang ke halim PK, lupa memberikan Kue dan minuman atau lebih tepatnya snack, padahal penumpang lain yang dalam keadaan tidur pun dibagikan, duduk di posisi pintu darurat, bahkan saya sudah bicara mbak belum dapat snack, tapi sepertinya tidak mendengar atau apa? Tolong ramah tamah dan sopan santun ditingkatkan, saya tidak memasalahkan Snacknya yang harganya tidak seberapa, Pramugarinya lebih ramah ya. Video Entertain mati",0
"Layanan check in : ada tempat khusus untuk check in, tp layanan kurang memuaskan krn ternyata tiket sudah diprint dan berada di loket check in yang lain. Masuk ke pesawat harus antri dgn penumpang lain dgn kelas biasa .  On flight : kursi cukup nyaman , ada sandaran tangan yang cukup luas sehingga tidak risih ketika bersebelahan dgn penumpang lain . Makanan mirip dengan junk food , minuman gelasnya terlalu kecil . Ada hiburan berupa tv namun tidak dpt digunakan , alasan pramugarinya ""pesawat masih baru"" . Menurut saya seharusnya udh siap terbang dan berani menjual dgn harga mahal berarti semua fasilitas sdh bisa digunakan . Layanan pramugari biasa saja , malah bisa dibilang jelek . Saya tanya toilet dimana malah cekikikan 👎  Rasanya rugi sih bayar mahal untk fasilitas dan layanan yg seperti ini . Tolong lebih ditingkatkan :)",0
Barusan di tinggal pswt. Meski sdh checkin utk 4 org hanya di minta ke cs . Setelah di cs hanya diberi pilihan refund 10%. Tidak simpatik pelayanan dg menyuruh pelanggan ngurus ke operator yg menjual. Saya memaksa minta bukti pengantar refund. Baru dibuatkan. Meski menjadi member batik air sepertinya tdk ada gunanya. Coba kalau selay 30 menit. Apa yg penumpang dapatkan.kompensasinya? Kedepan saya ragu memberikan rekomendasi jika maskapai lain saat penumpang terlambat msh memberikan pilihan terbang berikutnya dan refund yg lebih baik,0
"Jika anda membayangkan Batik air yang notabene diperuntukkan untuk maskapai dengan servis premium maka bersiaplah kecewa. hapus angan-angan anda bila anda ingin menikmati kenyamanan ala Garuda. sebelum terbang pun terkadang anda sering diping pong. saya harusnya dari Halim karena lasan yang tidak jelas dipindah ke cengkareng disana pun staff darat tidak sigap dan bertele-tele. yang mengakibatkan saya sebagai muslim tidak bisa sholat jumat. pelayanan pramugari tidak ramah. sering memandang sinis orang-orang dengan pakaian seadanya. untuk makan pun lebih baik anda beli di luar dan makan di dalam. sangat asin dan tak hangat. minuman pun hanya bisa memilih antara soft drink, Teh, dan Kopi. landing pun tak senyamanan ekor biru dan ekor hijau.",0
