,text,label,clean_teks
10,Staf counter bandara soekarno hatta kurang professional di counter saya mengantri untuk penukaran tiket dan bagasi padahal sudah ada 2 orang tetapi tidak ada info final call untuk di bandara lain pada saat mengantri dan pesawat akan berangkat 30 menit sebelum jadwal berangkat pasti ada panggilan untuk final call atau pun priority check in untuk yang masih terjebak antrian tetapi ini tidak ada dan mengecewakan,0,staf alat hitung bandara soekarno hatta professional alat hitung antri tukar tiket bagasi orang informasi final telepon bandara antri pesawat berangkat menit jadwal berangkat panggil final telepon priority cek in jebak antri kecewa
11,"BAGASI RUSAK Parah!!!, reschedule jam penerbangan seenak jidat. Roda Koper Lepas, Body koper Berlubang parah. Gak tau gmn management memperlakukan koper bagasi, yg jelas koper bagasi kembali dalam keadaan RUSAK PARAH, Roda hilang 1, Body Koper HANCUR!!!  Lion Air as always hancur mengecewakan, kalau bukan krn jam penerbangan, sy tdk akan memilih maskapai ini. semoga kedepan nya menjadi lebih baik",0,bagasi rusak parah reschedule jam terbang enak jidat roda koper lepas body koper lubang parah tau management laku koper bagasi koper bagasi rusak parah roda hilang body koper hancur lion air as hancur kecewa jam terbang pilih maskapai moga depan nya
12,Klo bukan karena terpaksa karena tidak ada pilihan di hari yang sama. Saya 100% tidak akan memilih Lion Air. - Papan Board Check In tidak Update - Counter sedikit tapi penumpang Banyak alhasil antrian bisa 2 jam dan kadang di serobot sama penumpang telat. Jadi akhirnya beruntun telat nya - Pelayanan tidak ramah - Harga standar tapi low quality - Costumer Service tidak membantu minta reschedule flight bilang penuh. Terpaksa beli sendiri di Traveloka. Ga usah aja ada sekalian costumer service. Ga Guna!  Antrian check in dan antrian Costumer service karena keterlambatan check in karena terlalu panjangnya antrian dan jumlah counter yg tidak sesuai dengan penumpang terlampir.,0,paksa pilih pilih lion air papan board cek in update alat hitung tumpang alhasil antri jam kadang serobot tumpang telat untun telat nya layan ramah harga standar low kualitas costumer servis bantu reschedule flight bilang penuh paksa beli traveloka costumer servis antri cek in antri costumer servis lambat cek in panjang antri alat hitung sesuai tumpang lampir
13,Seenaknya reschedule. Jam 12.20 jadi 07.00 sampe jakarta jam 08.xx transit sampe jam 15.30 gila bgt ni maskapai,0,reschedule jam jakarta jam xx transit jam gila banget ni maskapai
14,"Lion air kurang konsisten, ga wajar sampai 4 kali reschedule sudah keterlaluan, pas perginya dari jakarta - bali saya sudah check in dan tepat 10 menit sebelum take off namun sudah closed dan tidak ada toleransi malah nambah 85% dari biaya, sekarang tanggal 23 pesawat JT015 seenaknya reschedule sampai 4 kali, lion air so bad pokonya gapunya toleransi, seenaknya rechedule sampai 4 kali, saran saya yaa kalo telat sedikit beri toleransi untuk pindah ke jadwal pesawat berikutnya",0,lion air konsisten wajar kali reschedule pas pergi jakarta bal cek in menit take off closed toleransi tambah biaya tanggal pesawat reschedule kali lion air bad poko gapunya toleransi rechedule kali saran yaa telat toleransi pindah jadwal pesawat
15,Menginfokan pindah jadwal penerbangan 15 jam sebelum keberangkatan. Dipikir gampang apa cari maskapai pengganti mepet mepet. Kalau memang gak niat buka jadwal dari awal gak usah aja buka jadwal penerbangan.,0,info pindah jadwal terbang jam berangkat pikir gampang cari maskapai ganti mepet mepet niat buka jadwal buka jadwal terbang
16,"Lion Air dari berbagai macam maskapai yang saya coba adalah maskapai yang paling tidak reliable dengan pengalaman yang paling buruk. Bahkan naik angkot saja serasa lebih mending daripada Lion, Business operation yang digunakan hanya menggunakan mindset licik untuk memanfaatkan celah dan kelemahan pengguna  Dari awal harusnya sudah tau kalau jumlah penumpang tidak banyak ketika pandemi, tapi masih dengan sengaja membuka banyak opsi jadwal supaya calon penumpang terjaring, lalu dengan seenaknya meng-cancel dan menggeser jadwal supaya penerbangan mereka bisa penuh. Sistem tebar jala seperti ini yang membuat penerbangan Lion pasti delay dan reschedule, jangan pernah harap terbang sesuai tiket yang dibeli  Kalau tidak terpaksa dan ada opsi lain, saya sudah pakai maskapai lain walau lebih mahal. Kongkalingkong dengan stakeholder ini yang ngebikin rakyat Indonesia hanya punya opsi Lion untuk terbang, sampah sekali",0,lion air maskapai coba maskapai reliable alam buruk angkot serasa mending lion business operation mindset licik manfaat celah lemah guna tau tumpang pandemi sengaja buka opsi jadwal calon tumpang jaring mengcancel geser jadwal terbang penuh sistem tebar jala terbang lion delay reschedule harap terbang sesuai tiket beli paksa opsi pakai maskapai mahal kongkalingkong stakeholder ngebikin rakyat indonesia opsi lion terbang sampah
17,"saya sudah biasa ya dengan jadwal lion yg sering delay, kalau bukan krn tdk ada penerbangan lain yg available, saya gak akan pakai maskapai ini. tapi ini sudah kelewatan! pertama, kami sampai ketinggalan pesawat krn antri superpanjang di loket checkin padahal sudah minta untuk diproses duluan krn pesawat akan segera takeoff! kami sudah antri 2 jam sebelum penerbangan. jadi tolong kalau tdk mampu menangani jumlah penumpang sekian banyak, jgn diambil semua. kedua, saya tau printer dg tinta tdk boleh masuk bagasi dan harus ke kabin, itu yg dikatakan petugas check in. pas mau naik pesawat, di bagian gate 2 Kupang petugasnya ngotot minta saya bawa printer saya lagi ke bagian check in utk minta dimasukkan ke bagasi. SAYA TURUN LAGI LALU DI PETUGAS CHECK IN SAYA DIMINTA UTK BAWA PRINTER SAYA LAGI KE GATE! KOORDINASI KACAU! PELANGGAN DIBIKIN NAIK TURUN DAN SAYA DIBENTAK2 KARENA SAYA TIDAK MAU MEMBAWA PRINTER SAYA UNTUK KETIGA KALI KE BAGIAN CHECK IN! MIKIR DONG! pas saya mau komplain, costumer servicenya SELALU MELAYANI TELPON LAIN! TOLONG YA INI DIPERBAIKI!",0,ya jadwal lion delay terbang available pakai maskapai lewat tinggal pesawat antri superpanjang loket checkin proses duluan pesawat takeoff antri jam terbang tolong tangan tumpang sekian ambil tau printer tinta masuk bagasi kabin tugas cek in pas pesawat gate kupang tugas ngotot bawa printer cek in masuk bagasi turun tugas cek in bawa printer gate koordinasi kacau langgan bikin turun bentak bawa printer tiga kali cek in berfikir pas komplain costumer servicenya layan telepon tolong ya baik
18,"Lengkap 3 kali dengan penerbangan ini dalam satu hari mengalami delay, sy harus smpai membeli tiket 3x hanya untuk menyesuaikan jadwal, hanya untuk mendapatkan yang sangat buruk. Lion air adalah maskapai dengan servis yang jauh dari kata profesional",0,lengkap kali terbang alami delay beli tiket x sesuai jadwal buruk lion air maskapai servis profesional
19,GK efektif karena Pesawat lion lemot tidak sesuai jadwal membuat kesel dan jadi tidak kepengin lagi naik,0,efektif pesawat lion lot sesuai jadwal kesel
20,"Saya tiba di bandara 30 menit sebelum keberangkatan saya sampai ke antri ditempat checkin tinggal 15 menit sebelum keberangkatan disitu petugas checkin bukannya langsung segera membuat tiket saya, malah sibuk menceramahi saya kenapa telat. Apa yg seharusnya bisa di kejar jadi ga bisa di kejar alhasil saya gagal terbang",0,bandara menit berangkat antri tempat checkin tinggal menit berangkat situ tugas checkin langsung tiket sibuk ceramah telat kejar kejar alhasil gagal terbang
21,"4 kali naik LION, tapi hanya 1 kali yang on schedule..sudah buru2 ke bandara agar tidak terlambat, malah pesawatnya yang delay. Kalau penumpang yang terlambat tidak ada alasan, tiket hangus, tapi kalau pesawat yang terlambat terbang, banyak alasan. Bikin kapok naik lagi, walau harga murah.",0,kali lion kali on schedulesudah buru bandara lambat pesawat delay tumpang lambat alas tiket hangus pesawat lambat terbang alas bikin kapok harga murah
22,"Luar biasa lion nair. Harga boleh murah, 1,1jt, tapi kena bagasi 6kg hampir separo harga tiket ,hanya berat 6kg. Itupun koper kosong 75% karena kata petugas harus d bagasikan, padahal berat cabin bisa 7kg. Hanya karena koper agak gede katanya.benar2 smart. Hanya satu kata ""kapok""",0,lion nair harga murah kena bagasi paro harga tiket berat itu koper kosong tugas bagasi berat cabin koper katanyabenar smart kapok
23,"Gila Lion nih ya, udah tau Adek saya masih SMA sendirian lagi, lagi antre buat check-in malah di close karena waktu nya udh mepet. Eh Lion gk usah sok2an tutup, saya tau pesawat lu PASTI delay, padahal masih ada waktu 30 menit, GK MUNGKIN pesawat lu tuh tepat waktu, yakin saya pasti delay dan penumpang masih bisa masuk. Fix terakhir kali keluarga saya pakai Lion Air. Udh itu kecelakaan mulu lagi, bukannya gara2 itu customer servicenya dibenerin, eh malah nambah2 alasan buat customer tuh kecewa. Saya doain aja kalian tutup.",0,gila lion nih ya tau adek sma antre checkin close nya mepet eh lion sok tutup tau pesawat delay menit pesawat tuh delay tumpang masuk fix kali keluarga pakai lion air celaka mulu gara customer servicenya dibenerin eh tambah alas customer tuh kecewa doa tutup
24,"Membatalkan Cancel penerbangan tanggal 10 Oktober 2019 IW 1851 Lombok -Denpasar Pukul 06.30 ,menjadi ke IW 1857 pikul 07.30, tanpa alasan yang jelas. Petugas check in counter tidak membantu khususnya petugas kasir Lion yang bernama Mbak Ayu sangat kasar. Sebaiknya jangan taruh orang yang tidak paham pekerjaan disana, sebaliknya mbak Luki bagian counter customer Lion lebih promt response. Saya tidak suka naik laion , ini karena terpaksa saja, berhubung mengejar waktu dan hanya satu-satunya penerbangan yang available .",0,batal cancel terbang tanggal oktober iw lombok denpasar iw pikul alas tugas cek in alat hitung bantu tugas kasir lion nama mbak ayu kasar taruh orang paham kerja sana mbak luk alat hitung customer lion promt response suka laion paksa hubung kejar satusatunya terbang available
25,"Aturan cek in Lion air ini semakin mencekik penumpang, terlambat 20 menit tiket hangus.  Bandara kecil sekelas Eltari dengan waktu 20 menit, masuk ke ruang tunggu tidak sampai 5 menit, naik ke pesawat 5 menit, masih tersisa waktu 10 menit. Anehnya kalau mereka yg terlambat berangkat karena masih menunggu penumpang transit (grup lion), atau karena ada kesalahan teknis, yang ada hanya permohonan maaf dari pramugari. penumpang tidak pernah komplain, atau harga tiket tidak dikembalikan, minimal di kurangi, karena menimbulkan ketidaknyamanan bagi penumpang.  Kalau aturan terlambat cek in, melewati batas waktu 30 menit di terapkan, harusnya juga kalau ada keterlambatan penerbangan karena kesalahan teknis maskapai Lion air, harus ada ganti rugi atau kompensasi dari maskapai. Mudah-mudahan uang yang hangus bisa bermanfaat bagimu, karena uang ini saya cari dengan keringat yang halal.",0,atur cek in lion air cekik tumpang lambat menit tiket hangus bandara kelas eltari menit masuk ruang tunggu menit pesawat menit sisa menit aneh lambat berangkat tunggu tumpang transit grup lion salah teknis mohon maaf pramugari tumpang komplain harga tiket kembali minimal kurang timbul ketidaknyamanan tumpang atur lambat cek in lewat batas menit terap lambat terbang salah teknis maskapai lion air ganti rugi kompensasi maskapai mudahmudahan uang hangus manfaat bagi uang cari keringat halal
26,"Hari ini saya terbang dari bandara i gusti ngurah rai denpasar - surabaya dengan JT919, awalnya saya sudah males dengan maskapai lion ini, pasti buruk terbang saya hari ini, tp krn flight malam ke surabaya cuma ada lion, mau tidak mau terpaksa saya ambil dan benar kekecewaan saya terjadi 1. Flight delay 30 menit tanpa pemberitahuan 2. Begitu masuk kabin, suasana panas ac tidak nyala, oke saya sabar dulu mungkin saat take off akan nyala, and I'm wrong. Saat terbang ac tidak nyala yg keluar cuma angin biasa, saya info ke pramugari dia bilang ""maaf segera saya info ke pilot"" dan saya tunggu ac tidak kunjung nyala kita semua sudah gerah, panas, lepek kedua kali saya info ke pramugari dan jawaban masih sama. Wow amazing flight terburuk dan tidak mengkedepankan kebutuhan customer dps- bali naik pesawat panas seperti naik kopaja yg berdesakkan",0,terbang bandara i gusti ngurah rai denpasar surabaya malas maskapai lion buruk terbang flight malam surabaya lion paksa ambil kecewa flight delay menit pemberitahuan masuk kabin suasana panas ac nyala oke sabar take off nyala and im wrong terbang ac nyala angin informasi pramugari bilang maaf informasi pilot tunggu ac kunjung nyala gerah panas lepek kali informasi pramugari wow kagum flight buruk depan butuh customer dps bal pesawat panas kopaja desak
27,"ASUUUUUUU kenapa flight pagi lion air pku-bdo harus pindah ke kertajati sih? Nyusahin aja bgst padahal udh rutin langganan flight ini sejak lama, tolong maskapai agar dipikirkan lagi buat pindah ke kertajati, mengingat penerbangan ini selalu penuh dan memiliki banyak penumpang langganan termasuk saya",0,asuuuuuuu flight pagi lion air pkubdo pindah kertajati sih nyusahin bgst rutin langgan flight tolong maskapai pikir pindah kertajati terbang penuh milik tumpang langgan
28,"Kalau ad bintang nol saya kasih bintang nol atau minus untuk mskapai ini, palayanan sngat buruk fasilitas buruk, dan harg sngat amat mahal, petugas checkin dan smua petugas bandaranya cuman mementingkan uang dan uang, bnyakvpungli, tidak ramah, dan jutek serta kasar",0,bintang nol kasih bintang nol minus mskapai palayanan buruk fasilitas buruk harga mahal tugas checkin tugas bandara penting uang uang bnyakvpungli ramah jutek kasar
29,"Banyak pungli, di bandara terminl 1B orang orangnya hanya mementingkan uang dan uang, apalgi petugas check innya, sangat jelek prlayanan, muka tidak bershabat, tidak ramah sama sekali, jutek dn kasar, smuanya di jadikan uang, saya tidak akak mau lgi pkai maskapai ini, so bad, suatu saat nnti perushaan penerbngan ini akan bngkrut jika pelayann dan orang orangnya seperti ini",0,pungli bandara terminl bb orang orang penting uang uang apalgi tugas cek innya jelek prlayanan muka bershabat ramah jutek kasar smuanya jadi uang akak pakai maskapai bad nnti perushaan penerbngan bngkrut pelayann orang orang
30,"Jangan naik lion air klo tidak terpaksa, harga sangat mahal padahal pesawat LCC, hanya dapat bagasi 7kg, waktu itu delay 2 jam hanya diberi mineral, AC didalam kabin sebelum take off sangat panas, ground staff sangat tidak ramah, tidak lagi naik lion",0,lion air paksa harga mahal pesawat lcc bagasi delay jam mineral ac dalam kabin take off panas ground staff ramah lion
31,"Terbang dengan Lion Air sungguh mengecewakan... Penerbangan saya 11 April 2019 JKT DPS JT31 jam 5.40 di reschedule menjadi JT38 jam 5.00, saat itu saya masih memaklumi karena hanya berbeda 40menit.... namun yang sangat mengecewakan lagi pada penerbangan 13 April 2019 DPS JKT JT39 23.50 direschedule menjadi JT43 jam 19.30... karena saya dalam perjalanan bisnis, pada jam tersebut pekerjaan saya belum selesai dan tidak dapat saya tinggalkan.... akhirnya saya harus membeli tiket pesawat AIR ASIA....  Jangan tergiur dengan jadwal penerbangan Lion AIR yang lengkap, ternyata itu hanya trik bisnis dan pada saat nya penerbangan di reschedule .... tidak commit dan tidak memikirkan konsumen sama sekali.....  Sangat tidak disarankan menggunakan jasa Lion Air untuk perjalanan Anda...",0,terbang lion air sungguh kecewa terbang april jakarta dps jam reschedule jam maklum beda menit kecewa terbang april dps jakarta direschedule jam jalan bisnis jam kerja selesai tinggal beli tiket pesawat air asia giur jadwal terbang lion air lengkap trik bisnis nya terbang reschedule commit pikir konsumen saran jasa lion air jalan
32,"Suami saya sering menggunakan jenis transportasi ini ,, dan yang paling jelek kualitas pelayanannya adalah lion air ,, okelah ya dari segi harga memang mereka yang paling murah ,, tapi benar benar sangat tidak berkualitas ,, pernah suami saya mau berangkat masalah bisnis ,, padahal last call jam 6 pagi dan dy sampai 5 menit sebelum itu tidak bisa masuk ,, padahal kami sudah cek in online ,, tiket tersebut sudah dijual kembali oleh mereka ,, trus ada di suatu waktu saya yang menggunakan lion air ,, oh my god delay tidak tanggung tanggung ,, sampai 3 jam ,, dan saya posisi sendiri di bandara ,, terus dengan pintarnya mereka setengah jm terakhir karena terlalu banyak mendapatkan komplain ,, para penumpang di masukkan ke dalam bus tapi busnya diajak keliling diarea parkir pesawat ,, sampe setengah jam ,, sepertinya mereka belum bisa me ready kan pesawatnya ,, tapi karena terdesak mereka terpaksa memasukkan kita kedalam bus ,, dan yang paling menyiksa dimana saya harus berdiri setengah jam didalam bus setelah tidak nyaman menunggu di lounge bandara ,, walaupun harus membayar sedikit lebih mahal ,, saya prefer menggunakan pesawat lainnya",0,suami jenis transportasi jelek kualitas layan lion air oke ya segi harga murah kualitas suami berangkat bisnis last telepon jam pagi menit masuk cek in online tiket jual lion air oh my god delay tanggung tanggung jam posisi bandara pintar jm komplain tumpang masuk bus bus ajak keliling area parkir pesawat jam me ready pesawat desak paksa masuk dalam bus siksa mana diri jam dalam bus nyaman tunggu lounge bandara bayar mahal prefer pesawat
33,"Sebaiknya menggunakan aplikasi yang bisa memantau jadwal penerbangan, agar tidak menghabiskan waktu secara percuma karena menunggu delay yang sangat lama dan juga tidak mendapatkan perhatian dari maskapai",0,aplikasi pantau jadwal terbang habis tunggu delay perhati maskapai
34,"Penumpang dari Alor menuju Kupang ada 20an kurang lebih, setelah menunggu kira kira 3jam, petugas memberitahukan bahwa pesawat cancel dan penumpang akan diberangkatkan ke esokan harinya, ketika sy tanya kompensasinya apa dgn pesawat cancel di pulau Alor seperti ini, petugas berkata, tidak ada pak! krn sudah kami kasi nasi bungkus, setelah terjadi ngotot ngototan, akhirnya si petugas berkata, sy akan check ke atasan, lalu akhirnya diputuskan yg transit dapat penginapan dan transport tampa makan malam, lalu sy di telp oleh petugas bahwa connecting flight sy ke Denpasar hanya ada 2 seat, padahal kami bertiga, akhirnya drama Lion ini berlanjut, kami dipisah, 2 orang Alor Kupang Denpasar, dan 1 orang Alor Kupang Surabaya Denpasar, lalu malam hari kami di telpon bahwa akhirnya kami bisa satu pesawat Alor Kupang Denpasar Kalau di tanya apa pendapat saya tentang Lion Air, Coba Anda Cari Pesawat Lain Sebelum Memutuskan Naik Lion...",0,tumpang alor kupang an tunggu jam tugas memberitahukan pesawat cancel tumpang berangkat esok hari kompensasi pesawat cancel pulau alor tugas kasih nasi bungkus ngotot ngototan si tugas cek atas putus transit inap transport tampa makan malam telepon tugas connecting flight denpasar seat tiga drama lion lanjut pisah orang alor kupang denpasar orang alor kupang surabaya denpasar malam telepon pesawat alor kupang denpasar dapat lion air coba cari pesawat putus lion
35,"Terburuk sepanjang masa. Sebenarnya ini adalah kali kedua saya menaiki maskapai singa ini. Pengalaman pertama sangat buruk, dan yang kedua ternyata tetap buruk. Sangat terpaksa mengambil maskapai ini karena hanya ini yang tersisa dan saya harus berangkat ke bali saat itu juga. Ternyata delay dan hanya diberikan snack yang seharga 10 ribuan jika kita membelinya sendiri di indomaret. Selain itu pramugari lion air juga sangat judes, tidak ada senyum, mereka tidak mau membantu ketika saya menaiki bagasi ke kabin. Totally worst!!",0,buruk kali maskapai singa alam buruk buruk paksa ambil maskapai sisa berangkat bal delay snack harga ribu bel indomaret pramugari lion air judes senyum bantu bagasi kabin totally worst
36,"Sangat kecewa dengan maskapai lion air Pesawat ini berangkat tidak sesuain jadwal yg trtera di tiket.. Pemberngkatan jam 8.00 ,saya cek in jam setengah jam sblom brgkt,trtapi maskapai bilang krna pesawat sudah brgkt jam 7 .00 ,tanpa ada kejelasan dri pihak ,dana yg digantipun hnya 10% itu sangat tidak adill ,lion air yg salah malah penumpang kenak imbasnya ,pemberngkatan gagal ,uang pun tak kembali sesuai hrga awal.astagfirullah  Tolong kedisiplinan pesawat di perhatikan jagn hanya seenaknya sendiri tnpa memikirkan nasip penumpang.  Kalau ingin berkah ,tolong nasip penumpang di perhatikan",0,kecewa maskapai lion air pesawat berangkat sesuain jadwal trtera tiket pemberngkatan jam cek in jam jam brgkttrtapi maskapai bilang pesawat brgkt jam jelas dana ganti adill lion air salah tumpang nak imbas pemberngkatan gagal uang sesuai harga awalastagfirullah tolong disiplin pesawat perhati jagn pikir nasip tumpang berkah tolong nasip tumpang perhati
37,"Ini adalah penebangan pertama kali saya bersama keluarga dari batam menuju balikpapan, penerbangan rute batam balikpapan pukul 15:00, tapi apa yang terjadi sampai di bandara hang nadim batam, tenyata pesawat delay sampai jam 16:50, selama delay tidak ada pertanggung Jawaban dari pihak lion air atas kerugian waktu kita, kita minta air mineral 1 botol kecilpun dia Jawab bayar 15rb. Tak cukup smpai disitu kekecewaan yang kita dapatkan, pesawat yang kita tumpangi sampai di Balikpapan jam 22:30, sampai kita di Balikpapan bagasi kita ada 4 koper salah masuk pesawat, setelah menunggu sekian lama ternyata bagasi kita masuk ke dalam pesawat ke Bali. Jadi kita menunggu lagi untuk membuat laporan sampai jam 00:30, baru kita meninggalkan bandara. Sungguh ini adalah pelayanan dan pengalaman terburuk saya, semoga penumpang yang lainnya tidak bernasib sama seperti apa yang kami Alami😡",0,tebang kali keluarga batam balikpapan terbang rute batam balikpapan bandara hang nadim batam tenyata pesawat delay jam delay tanggung lion air rugi air mineral botol kecil bayar rb situ kecewa dapat pesawat tumpang balikpapan jam balikpapan bagasi koper salah masuk pesawat tunggu sekian bagasi masuk pesawat bal tunggu lapor jam tinggal bandara sungguh layan alam buruk moga tumpang nasib alami
