,text,label,clean_teks
10,"Masih ada waktu sekitar 7 menit sebelum take off, tp sy tidak diperbolehkan masuk krn petugas citilink bilang sudah terlambat. Dan sy diminta utk membeli tiket penerbangan selanjutnya pukul 15.30. Sy beli tiketnya, tp sampe jam 15.27 belum boarding dan sy pun tanya ke petugas, dia bilang sebentar lagi dan boarding pun pukul 15.31, sedangkan di jadwal take off pukul 15.30. Sy sgt kecewa. Di jadwal pertama sy dibilang terlambat pdhl masih ada waktu 7 mnt, jadwal kedua malah boarding melewati jadwal take off seharusnya",0,menit take off boleh masuk tugas citilink bilang lambat beli tiket terbang beli tiket jam boarding tugas bilang sebentar boarding jadwal take off kecewa jadwal bilang lambat jadwal boarding lewat jadwal take off
11,"Saya ingin sharing pengalaman saya sebagai penumpang Citilink dengan no penerbangan QG511 pada tanggal 9 November 2019 jurusan Penang - Jakarta. Semua berjalan lancar mulai dari booking hingga pesawat landing, tp sangat di sayangkan masalah justru hadir di akhir perjalanan saya.  Kurang lebih 15 menit setelah landing pukul 16.30, sewaktu menunggu bagasi saya baru sadar handphone saya tertinggal. Saya 100% yakin hp saya tertinggal di pocket kursi pesawat karena saya sempat mematikannya sesaat sebelum take off. Bukan hilang di antah berantah, dengan atas kesadaran itu saya pun melapor ke petugas Lost & Found citilink. Lalu di ruangan tersebut, oleh petugas bernama Rini memberikan keterangan jika ""air crew sudah turun dr pesawat dan tidak ada laporan / serah terima barang hilang"" lalu saya pun dibuatkan surat laporan, seolah2 pesawat tersebut tidak dapat di akses untuk melakukan pencarian. Saya pun di berikan nomor yg dapat di hubungi dan di janjikan akan di kabarin jika ada titik terang. Tanpa adanya telf ke petugas terkait untuk mencari, tanpa ada keterangan langkah2 apa yg akan di lakukan untuk mencari hp tersebut. Rini hanya mengambil foto boarding pass dan share ke wa group, yg belakangan saya dapat kabar jika laporan itu masuk ke petugas keamaan soekarno hatta pukul 21.30, saat kejadian saya melapor ada 17.00. Saya pun di suruh pulang sambil menunggu kabar ke esokan harinya saat pesawat akan di bersihkan kembali sebelum take off.  Keesokan harinya, pada pukul 07.30 pagi saya menelfon nomor yg di berikan kemarin dan tersambung dengan petugas bernama Erik. Alangkah terkejutnya saya saat mendengar penjelasan Erik jika saat ini pesawat telah berada di Jogya, dan belum ada laporan kehilangan dari bandara Jogya. Dia pun menjanjikan akan memberi kabar dan saat ini dia sedang sibuk menangani masalah bagasi dari flight lain. Tidak puas dengan penjelasan tersebut saya pun bergegaa berangkat ke airport untuk mendengar penjelasan langsung dan melihat proses kerja nya. Jujur saya kaget karena sewaktu saya pulang kemarin seolah2 setelah ""air crew sdh turun"" pesawat tidak dapat di akses lagi untuk melakukan pencarian. Sekali lagi saya yakin 100% hp saya ketinggalan, bukan hilang di antah berantah. Apabila hilang, saya sdh pasti mengikhlaskannya. Tapi ini ketinggalan, yg dalam logika saya apabila tidak ada kesalahan dalam management hal ini dapat dengan mudah teratasi. Hanya ada 3 alasan jika handphone yg tertinggal tersebut dapat hilang: 1. Ada mismanagement yg menyebabkan pihak citilink tidak mengetahui siapa yg membersihkan pesawat setelah landing lalu mengambil hp tersebut. 2. Ada oknum tidak jujur yg telah mengamankan hp tersebut. 3. Ada petugas yg teledor tidak membersihkan pocket kursi tersebut sehingga di temukan penumpang lain.  Petugas bernama Erik tersebut pun tidak dapat memberikan penjelasan secara transparant akan langkah2 apa yg akan di ambil untuk hal ini. Permintaan saya untuk berbicara dengan pihak yg bertanggung jawab membersihkan pesawat pun tidak dapar terpenuhi, dengan alasan di luar wewenang dan tanggung jawab dia tanpa memberitahu / menginfokan siapa pihak yg dapat bertanggung jawab. Seolah2 seperti ada yg di sembunyikan. Semasa saya di ruangan lost and found tersebut saya juga dapat merasakan keganjilan dalam sistem kerja mereka. Di dalam ruangan itu saya mendengar secara langsung erik beserta rekan2 berniat untuk mengirim 20 kodi bagasi yg diduga kuat salah kirim secara ""diam2"" dan melepas tag ""scoot"" sebelumnya. Entahlah apa yg di maksud dengan diam2 itu.  Sungguh amat di sayangkan saat banyak perusahaan yang berlomba2 memberikan guest experience, citra citilink malah dirusak oleh sekelompok oknum yg masih terbelenggu dengan aturan dan birokrasi yg bertele2 serta menyusahkan pelanggan. Seandainya saja saya di persilahkan atau di bantu untuk kembali ke pesawat dan mengecek sendiri keberadaan hp tersebut daripada beralasan ""maaf, air crew sudah turun"" tentu hal ini akan lebih memuaskan.  Hari itu saya putuskan untuk pulang dengan harapan hampa jika handphone saya akan kembali saat Erik datang kembali dengan salah satu petugas keamanan soetta yang menjelaskan tentang standart protokol keamanan yg di lakukan pihak bandara seperti body checking dll, dan mengingatkan jika barang penting sebaiknya di awasi oleh pemilik tanpa ada penjelasan lebih lanjut bagaimana upaya mengembalikan hp tersebut.  Hingga saat ini ho tersebut masih mati, sebab jika sudah di aktifkan saya akan langsung terblokir dan saya mendapat notifikasinya.  Semoga kejadian ini tidak menimpa yg lain, hati hati selalu ya",0,sharing alam tumpang citilink nomor terbang qg tanggal november jurus nang jakarta jalan lancar booking pesawat landing sayang hadir jalan menit landing tunggu bagasi sadar handphone tinggal hp tinggal pocket kursi pesawat mati take off hilang antah antah sadar lapor tugas lost found citilink ruang tugas nama rini terang air crew turun pesawat lapor serah terima barang hilang buat surat lapor pesawat akses cari nomor hubung janji kabarin titik terang telf tugas kait cari terang langkah laku cari hp rini ambil foto boarding pass share wa group kabar lapor masuk tugas ama soekarno hatta jadi lapor suruh pulang tunggu kabar esok hari pesawat sih take off esok hari pagi menelfon nomor kemarin sambung tugas nama erik alangkah kejut dengar jelas erik pesawat jogya lapor hilang bandara jogya janji kabar sibuk tangan bagasi flight puas jelas bergegaa berangkat airport dengar jelas langsung proses kerja nya jujur kaget pulang kemarin air crew turun pesawat akses cari hp tinggal hilang antah antah hilang ikhlas tinggal logika salah management mudah atas alas handphone tinggal hilang mismanagement sebab citilink bersih pesawat landing ambil hp oknum jujur aman hp tugas teledor bersih pocket kursi temu tumpang tugas nama erik jelas transparant langkah ambil minta bicara tanggung bersih pesawat dapar penuh alas wewenang tanggung memberitahu info tanggung sembunyi ruang lost and found rasa ganjil sistem kerja ruang dengar langsung erik serta rekan niat kirim kodi bagasi duga kuat salah kirim diam lepas tag scoot maksud diam sungguh sayang usaha lomba guest experience citra citilink rusak kelompok oknum belenggu atur birokrasi tele susah langgan anda silah bantu pesawat ecek ada hp alas maaf air crew turun muas putus pulang harap hampa handphone erik salah tugas aman soetta standart protokol aman laku bandara body checking lain barang awas milik jelas upaya kembali hp ho mati aktif langsung blokir notifikasi moga jadi timpa hati hati ya
12,MOHON SEMUA YANG BACA comment saya untuk memberi rating bintang 1 pada Citilink baik di Skytrax tripadvisor atau lembaga rating lain karena sudah mencancel sepihak flight dari Surabaya ke Penang dan tidak memberi solusi lain selain Refund atau opsi reroute via CGK pada pagi buta yang sangat merugikan costumer.,0,mohon baca komen rating bintang citilink skytrax tripadvisor lembaga rating mencancel flight surabaya nang solusi refund opsi reroute via cgk pagi buta rugi costumer
13,"Saya kecewa sekali dengan maskapai citylink. Sangat2 kecewa. Saya memesan tiket dari bulan desember, dr jakarta ke palangkaraya karna ada acara penting di sana. Namun setelah 13 hari sejak pembelian tiket saya mendapatkan SMS yang berisi pembatalan penerbangan saya di karenakan MULAI tanggal 25 januari sd seterusnya rute CGK - PKY tidak beroperasi. Pertanyaan saya, sebuah perusahaan besar pasti punya rencana tdk akan beroperasi dari tanggal berapa, lalu mengapa tiket masih di jual????? Kedua, dr sms yang saya dapat, pemberitahuan tdk beroperasi itu MULAI tgl 25, lalu saya ajukan perubahan jadwal ke tgl 17 Januari ternyata tdk bisa karena tidak beroperasi. Sangat2 kecewa karena perusahaan sebesar Citylink tidak memberikan informasi secara akurat ke pelanggan, menganggap enteng pelanggan. Tidak semua pelanggan punya cukup uang untuk membeli tiket maskapai lain dengan harga 2x lipat, dan tidak semua pelanggan mampu menerima keputusan dari pihak maskapai dengan lapang dada. Saya tinggal merantau jauh dari kampung, moment pulang ini moment berharga buat saya karena saya ingin memperkenalkan calon suami pilihan saya kepada orang tua saya dan keluarga besar di sana berhubung bertepatan dengan acara pentint di kampung. Namun semua rencana gagal, hancur hati saya saat semua sudah direncanakan batal karena pembatalan sepihak dr pihak maskapai. Tau akan seperti ini saya lebih baik membeli tiket maskapai lain, krna jika saya membeli tiket lain skrng harga nya sudah 2x lipat.",0,kecewa maskapai citylink kecewa mes tiket desember jakarta palangkaraya acara beli tiket sms isi batal terbang karena tanggal januari sd rute cgk pky operasi usaha rencana operasi tanggal tiket jual sms pemberitahuan operasi tanggal aju ubah jadwal tanggal januari operasi kecewa usaha citylink informasi akurat langgan anggap ringan langgan langgan uang beli tiket maskapai harga x lipat langgan terima putus maskapai lapang dada tinggal rantau kampung momen pulang momen harga kenal calon suami pilih orang tua keluarga hubung tepat acara pentint kampung rencana gagal hancur hati rencana batal batal maskapai tau beli tiket maskapai beli tiket harga nya x lipat
14,"Telat check in disuruh beli tiket baru. Sudah beli tiket baru,lagi enak2 tidur dipesawat dibangunin untuk dikasi kopi sachet tanpa air panas. Lengkap lah penderitaan",0,telat cek in suruh beli tiket beli tiket barulagi enak tidur pesawat dibangunin kasih kopi sachet air panas lengkap derita
15,Saya jemput saudara di tiket ditulis di 1C namun trnyata dipindah di 2F bagaimana critanya ya.. saya sangat merasa dirugikan waktunya dan tidak puas. Mohon ditingkatkan kualitasnya makasih! :),0,jemput saudara tiket tulis c pindah f critanya ya rugi puas mohon tingkat kualitas terimakasih
16,Saya dari Jakarta ke medan Naik pesawat QG 918 harus nya checkin di lihat dulu sebelum memilih seat yang ngak ada emergency door harus nya petugas checkin mikir harus nya tau jangan sampai dalam pesawat suruh kita buat pindah tempat tanpa orang tua . Sebagai petugas saat check in harus nya udah tau dari awal bahwa anak usia 17 tahun tidak boleh duduk di samping pintu emergency . Jangan sampai kita udah duduk malah pindah bagasi saya sudah pisah . Kan ngak enak bagi penumpang lain . Kasih tau muka nya jangan penjaga kuburan . Dan kursi penumpang lain kursi nya ada sampah ngak di buang . Tolong di kasih tau tuh petugas checkin nya kita butuh penjelasan maaf dan kasih tau harus lebih ramah melayani penumpang dan fair dan adil jangan kayak muka kuburan . Bisa ngak orang nya lebih fair / adil . Dan jangan lupa pramugari kalian di ajarkan melayani tamu lebih baik biar lebih fair . Hormat kami  Steve kosmo Penumpang Citilink QG 918,0,jakarta medan pesawat qg nya checkin lihat pilih seat emergency door nya tugas checkin berfikir nya tau pesawat suruh pindah orang tua tugas cek in nya tau anak usia duduk samping pintu emergency duduk pindah bagasi pisah enak tumpang kasih tau muka nya jaga kubur kursi tumpang kursi nya sampah buang tolong kasih tau tuh tugas checkin nya butuh jelas maaf kasih tau ramah layan tumpang fair adil muka kubur orang nya fair adil lupa pramugari ajar layan tamu biar fair hormat steve kosmo tumpang citilink qg
17,"Berangkat dari Jakarta ke Medan dengan waktu penerbangan jam 12.25, yang ada malah delay menjadi jam 14.25, terakhir menjadi jam 15.30... yang parahnya, pengumuman delay pun tidak ada. Banyak penumpang yang merasa kecewa dan marah di counter boarding... Memang diberikan kompensasi berupa nasi kotak, tapi waktu saya jadi terbuang percuma...  Bad service...",0,berangkat jakarta medan terbang jam delay jam jam parah umum delay tumpang kecewa marah alat hitung boarding kompensasi nasi kotak buang bad servis
18,airline ini duduknya paling se.pit diantara semua budget airline yg lainya. waktu nunggu selama ampir 30 menit AC nya gak mau dinyalain utk hemat sampe saya dan istri saya gak bisa napas. banyak penumpang2 lainya juga kepanasan. JANGAN SAMPE PERNAH NAIK AIRLINE INI,0,airline duduk sepit budget airline nunggu ampir menit ac nya dinyalain hemat istri napas tumpang panas airline
19,30 April 2018  Jadwal jam 8 pagi WITA Rescheduled jadi jam 10 WITA Lalu delay lagi jadi jam 10.30 WITA  Citilink buruk. AirAsia jauh lebih ontime dan bertanggung jawab. Ada reschedule pasti via email. Delay pun engga selama ini  Kalau mau reschedule tuh kirim email!! Jangan main reschedule seenaknya. Payah!  I will never choose Citilink any longer. Udah 3 kali kejadian seperti ini.,0,april jadwal jam pagi wita rescheduled jam wita delay jam wita citilink buruk airasia ontime tanggung reschedule via email delay reschedule tuh kirim email main reschedule payah i will choose citilink any longer kali jadi
20,"pelayanan buruk. saat mau take off, mesin pesawat mati selama 20 menit dan tidak ada instruksi apa-apa. setelah ada penumpang yang complain, baru diinstrusikan untuk pindah pesawat. total delay 1,5 jam dan walaupun saya complain bahwa penumpang seharusnya mendapatkan kompensasi snack dan minuman, tetapi petugas tidak memberikan dengan banyaknya alasan serta saya sempat didiamkan oleh petugas. sangat kecewa dengan pelayanan maskapai ini  saya membawa tas berisi makanan kurang dari 3 kg tetapi berdimensi cukup besar dan pramugara bilang bagasi kabin penuh dan menyuruh saya meletakan tas tersebut dibawah kursi. ketika saya complain bahwa tas saya berisi makanan dan saya ingin menaruh di atas bagasi kabin, baru pramugara itu mencarikan space buat tas saya.",0,layan buruk take off mesin pesawat mati menit instruksi apaapa tumpang keluh diinstrusikan pindah pesawat total delay jam keluh tumpang kompensasi snack minum tugas banyak alas diam tugas kecewa layan maskapai bawa tas isi makan mens pramugara bilang bagasi kabin penuh suruh leta tas bawah kursi keluh tas isi makan taruh bagasi kabin pramugara cari space tas
21,"Saya terbang menggunakan Citilink tanggal 18 Januari 2018 dgn nomor penerbangan QG 913 dari Kualanamu menuju Cengkareng Jakarta.  Penerbangan ontime.. take off sekitar pukul 8.40 WIB sesuai jadwal dan rencana tiba pukul 10.55 WIB.  Sesaat sebelum take off, aroma durian menyeruak di dalam kabin pesawat.. dan para pramugari tidak ada melakukan pengecekan atau menanyakan penumpang yg membawa durian ke dalam kabin pesawat. Aroma durian terus mengiringi perjalan hingga tiba di cengkareng.  Sekitar pukul 10.50 pesawat sudah landing di Cengkareng terminal 1C, namun penumpang tertahan di dalam pesawat sangat lama. Setelah di tanya, alasannya pesawat tidak menggunakan garbarata dan tidak menggunakan bus untuk membawa penumpang ke terminal kedatangan melainkan jalan kaki. Tetapi karena kondisi HUJAN, citilink menyediakan payung dgn jumlah yg SANGAT TERBATAS, sehingga harus mengantri menunggu giliran.  Saya tertahan kurang lebih 1 JAM di dalam pesawat yg sudah beraroma tidak sedap. Saya akhirnya berhasil keluar pesawat pukul 11.50 WIB.  Untuk penerbangan yg membanggakan diri berkali kali mendapatkan penghargaan sebagai best low cost airline Indonesia, sepertinya tidak pantas memperlakukan penumpang seperti itu. Yg saya rasakan bukanlah menumpang penerbangan terbaik, tapi penerbangan terburuk.",0,terbang citilink tanggal januari nomor terbang qg kualanamu cengkareng jakarta terbang ontime take off wib sesuai jadwal rencana wib take off aroma durian seruak kabin pesawat pramugari kece tumpang bawa durian kabin pesawat aroma durian iring jalan cengkareng pesawat landing cengkareng terminal c tumpang tahan pesawat alas pesawat garbarata bus bawa tumpang terminal datang jalan kaki kondisi hujan citilink sedia payung batas antri tunggu gilir tahan jam pesawat aroma sedap hasil pesawat wib terbang bangga kali kali harga best low ongkos airline indonesia laku tumpang rasa tumpang terbang baik terbang buruk
22,"Kursinya sempit, Sandaran kirsi tegak 90°. Perjalanan 2 jam Medan Jakarta serasa 10 jam, badan pegel ga bisa senderan sedikitpun. Apalagi untuk tidur... Akhirnya tidur dengan rebahan kepala kedepan keatas meja lipat.  Not Recomended. *Kecewa*",0,kursi sempit sandar kirsi tegak jalan jam medan jakarta serasa jam badan pegal sender sedikit tidur tidur rebah kepala depan atas meja lipat not recomended kecewa
23,Flight jam 4 sore dr denpasar kamis tgl 29 sept 2016 lupa no flightnya ada angka 85nya  On time..pas masuk pake belalai gajah...dalam udah adem (ada ac) tp pas duduk di kursi 16A kaget ada sampah botol aqua kosong... Lalu ada ribut2 dikit disekitar exit door antara pramugari n penumpang yg duduk disana...  Yg bikin kaget...seumur2 ga pernah naik pesawat citilink yg reot...tp kali ini berbeda  Pas mau terbang berasa semua bangku penumpang berdecit kayak tikus kejepit semua...parah nya goyang semua..rasanya pengen copot..blom suara roda masuk pesawat...  Pas mendarat mulus kaptennya jago...tau2 dah didarat ..nah pas mesin pesawat berenti...bunyi suara rongsok kenceng banget...kayak suara baling2 kipas tua yg mau copot...  Kayaknya tuh pesawat dah tua banget...penyangga ttangannya aja dah karatan dan banyak somplakan cat...kursinya aja yg dicover baru n bersih.. moga2 layak terbang ya...,0,flight jam sore denpasar kamis tanggal september lupa nomor flightnya angka nya on timepas masuk pakai belalai gajahdalam adem ac pas duduk kursi a kaget sampah botol aqua kosong ribut sekitar door pramugari n tumpang duduk sana bikin kagetseumur pesawat citilink reottp kali beda pas terbang asa bangku tumpang decit tikus jepit semuaparah nya goyang semuarasanya copotblom suara roda masuk pesawat pas darat mulus kapten jagotau darat pas mesin pesawat berentibunyi suara rongsok cepat bangetkayak suara baling kipas tua lepas kayak tuh pesawat tua bangetpenyangga ttangannya karat somplak catkursinya dicover n bersih moga layak terbang ya
24,"Saya mengalami perlakuan tidak menyenangkan dari staff check in counter ctilink dan garuda di bandara supadio pukul 8.30 pada tanggal 12 September. Saya sampaikan di awal bahwa saya minta tempat duduk istri dan saya yg berbeda kode booking supaya bisa diatur bersebelahan dimana biasanya di pontianak juga dan di surabaya saya sering meminta hal yang sama dan dibantu oleh team check in counter tanpa menambah biaya dan hal tersebut dilakukan oleh staff tersebut dengan baik. Akan tetapi kemarin oleh staff bernama agus dibilang tidak bisa dengan tidak sopan dan saya diminta untuk ke counter citilink di pintu keluar belok kiri. Kemudian saya dan istri tetap melanjutkan check in dengan tempat duduk yg tidak bersebelahan dengan alasan bahwa tidak bisa (selama ini tidak ada masalah dan ini saya ingatkan baik2) Sebelum keluar saya tanya lagi kepada Eko (posisi di customer service garuda pontianak) dan dibilang hal yg sama belok ke kiri kemudian ketemu dengan customer service Kemudian saya dan istri keluar gedung bandara dan belok kiri dimana hampir diujung gedung ada belokan ke kiri digedung yg sama dan naik ke lantai 2. Disitu ada kantor Citilink yg tutup dan tidak org satupun. Kemudian saya masuk lagi menuju ke check in counter dan bertemu dengan bu Tri Utami dimana saya menjelaskan baik2 bahwa saya sudah kesana dan tutup. Dari Bu Tri tetap ngeyel bahwa buka. Setelah berdebat panjang pada intinya saya mau tempat duduk nya dibuat bersebelahan dan akhirnya Bu tri bisa merubah dengan menambah biaya ( kenapa hal ini tidak disampaikan di awal oleh pak agus) Kemudian Pak Eko ikut campur dan berkata dengan Kalimat2 yg KURANG AJAR. Sampai akhirnya saya ajak Pak Eko keluar untuk menunjukkan lokasi CS nya. Setelah keluar baru diketahui bahwa CSnya ada di gedung yg lain sehingga diketahui bahwa terjadi kesalahpahaman. Tetapi meski tahu bahwa kesalahpahaman, Pak Eko tetap melanjutkan dengan Sikapnya yg KURANG AJAR dan ngeyel. Saya sudah ingatkan berkali2 dengan nada keras : apakah Pak Eko tetap mau melanjutkan tingkah laku yg seperti itu?. Dan dari Pak Eko tetap melanjutkan Terima kasih atas kelakuan petugas city check in counter di Pontianak yang kurang ajar.",0,alami laku senang staff cek in alat hitung ctilink garuda bandara supadio tanggal september duduk istri beda kode booking atur bahan mana pontianak surabaya bantu team cek in alat hitung tambah biaya staff kemarin staff nama agus bilang sopan alat hitung citilink pintu belok kiri istri lanjut cek in duduk bahan alas ingat eko posisi customer servis garuda pontianak bilang belok kiri ketemu customer servis istri gedung bandara belok kiri mana ujung gedung belok kiri gedung lantai situ kantor citilink tutup orang satu masuk cek in alat hitung temu bu tri utami mana kesana tutup bu tri ngeyel buka debat inti duduk nya bahan bu tri rubah tambah biaya agus eko campur kalimat ajar ajak eko lokasi cs nya csnya gedung kesalahpahaman kesalahpahaman eko lanjut sikap ajar ngeyel ingat kali nada keras eko lanjut tingkah laku eko lanjut terima kasih laku tugas city cek in alat hitung pontianak ajar
25,Percuma melalukan check in online karena pada akhirnya dipindahkan juga saat drop bagasi. Tidak profesional,0,lalu cek in online pindah drop bagasi profesional
26,Pesawat: Airbus A320-200 PK-GQP.  Plus: 1. Tiket sedang murah. 2. AC bekerja dengan baik. 3. Tidak ada insiden berarti. 4. Pendaratan cukup baik.  Minus: 1. Naik pesawat dengan tangga biasa. 2. Terlambat boarding sekitar 45 menit. 3. Tidak ada hiburan di pesawat. 4. Terlambat tiba di tujuan sekitar 1 jam. 5. Turun pesawat dengan tangga biasa dan hanya disediakan 1 tangga.,0,pesawat airbus a pkgqp plus tiket murah ac insiden darat minus pesawat tangga lambat boarding menit hibur pesawat lambat tuju jam turun pesawat tangga sedia tangga
27,"Kehujanan saat akan masuk pesawat karena tidak disediakan fasilitas garbarata. Tercium bau mie instan saat penerbangan, dan stiker iklan kuning-biru mencolok di kompartemen bagasi kabin. Untungnya tidak ada insiden selama penerbangan dan tiba lebih cepat dari jadwal. Saat turun dari pesawat juga tidak disediakan fasilitas garbarata. Low Cost Carrier Bintang 4 versi Skytrax? beneran nih?",0,hujan masuk pesawat sedia fasilitas garbarata cium bau mie instan terbang stiker iklan kuningbiru colok kompartemen bagasi kabin untung insiden terbang cepat jadwal turun pesawat sedia fasilitas garbarata low ongkos carrier bintang versi skytrax beneran nih
