,text,label,clean_text
13," Bought a through ticket from Yahukimo via Jayapura to Jakarta with only 30 minutes time to change. The flight from Yahukimo left almost an hour late, and despite rushing, they closed the boarding gate for the Jakarta flight before I could get on. That was not surprising. However, Lion Air staff at Jayapura tried to blame missing the connection on me (despite their first flight being an hour late) and insist that I buy a new ticket to Jakarta! It took almost an hour of arguing to get them to rebook me for next morning's flight at no cost. Other than this issue, both flights were uneventful.",0,bought ticket yahukimo via jayapura jakarta minutes time change yahukimo left almost hour late despite rushing closed boarding gate jakarta could get surprising however staff jayapura tried blame missing connection despite first hour late insist buy new ticket jakarta took almost hour arguing get rebook next mornings cost issue flights unev
14," Jakarta to Tarakan. Late Is Our Name is what Indonesians I've met call Lion Air. They claim a 70% on time performance score. I fly on them at least once or twice a month because I usually have no other option (like it or not, they have flights to more places than anyone else). How is it that easily 75% of the time I am in the 30% of flights that are late? They invariably claim operational reasons are behind the delays. What this often means is that they give the plane that was scheduled for your flight to another flight that was delayed. That way they can get away with giving passengers some bottled water and a bun for your 2-hour delay instead of forking over 400000 to each passenger who would have been delayed for 4 hours on the other flight (as required by Indonesia's Passengers Bill of Rights law). Before serious penalties are incurred, they will then give someone else's airplane to your flight so that they won't have to pay you any money either. And these switches continue at that airport for hours until they get caught up or the day is finally over.",0,jakarta tarakan late name indonesians ive met call claim time performance score fly least twice month usually option like flights places anyone else easily time flights late invariably claim operational reasons behind delays often means give plane scheduled another delayed way get away giving passengers bottled water bun hour delay instead forking passenger would delayed hours required indonesias passengers bill rights law serious penalties incurred give someone elses airplane wont pay money either switches continue airport hours get caught day fin
15," Waiting for yet another delayed flight. During our holiday we flew several times with Lion Air and almost every flight was delayed, rescheduled or altered. No problem, price is right you’d think but the annoying part is that they don’t communicate. You are kept guessing and waiting. No fun if you have a connecting flight ahead of you. Indonesian nickname is lying air. Locals usually are very laidback but if you care to see furious Indonesians, Lion Air can provide. Yep, once but never again.",0,waiting yet another delayed holiday flew several times almost every delayed rescheduled altered problem price right youd think annoying part dont communicate kept guessing waiting fun connecting ahead indonesian nickname lying locals usually laidback care see furious indonesians provide yep nev
16,"  Denpasar to Jakarta. I  picked Lion Air because it was the cheapest of all budget airlines (compared to Air Asia, Citilink, etc). The flight was delayed by 1.5 hour and another 30 minutes delay on flight. Apparently this is a regular thing to happen according to my other flight. The onboard experience was not pleasant. The seatbelt that I have was broken so it couldn’t lock, which is very dangerous. The washroom is not well taken care of. The toilet seat was broken and the soap container was extremely dirty. The flight attendant are ok. The seats are ok. There weren’t any in flight entertainment, only the security procedure pamphlet (if you can find it entertaining, thats good) For the price difference of 20 dollar, it was not worth the flight. So I would rather choose other better budget airlines.",0,denpasar jakarta picked cheapest budget airlines compared asia citilink etc delayed hour another minutes delay apparently regular thing happen according onboard experience pleasant seatbelt broken couldnt lock dangerous washroom well taken care toilet seat broken soap container extremely dirty attendant ok seats ok werent entertainment security procedure pamphlet find entertaining thats good price difference dollar worth would rather choose better budget airlin
17,"  The Lion Air flight departed from Main Terminal, KLIA. Check in was simple. Boarding only started 10mins before ETD and was really slow. The Boeing 737-900ER used was old. The cabin crew was ok. The seat pitch is a minimum of 28"", and even for an Asian like me, I feel so uncomfortable throughout the flight which was about 2hrs. Lion is a budget, no-frills airline, thus, no IFE, no meals but a 20kg luggage allowance is provided free. Flight arrived 10mins behind schedule and it takes another 15mins for the aircraft ladder to arrive for disembarkation as Lion utilises the remote stand for cheaper airport charges. Once disembarked, waited for another 15mins for the transporting bus to arrive. Luckily luggage arrived fast. It was a terrible experience!",0,departed main terminal klia check simple boarding started mins etd really slow boeing used old cabin crew ok seat pitch minimum even asian like feel uncomfortable throughout hrs budget nofrills airline thus ife meals kg luggage allowance provided free arrived mins behind schedule takes another mins aircraft ladder arrive disembarkation utilises remote stand cheaper airport charges disembarked waited another mins transporting bus arrive luckily luggage arrived fast terrible experi
18,"Flight was scheduled at 06.20. Arrived early at the airport around 03.30 am. The information gate  ""check in open"". But nobody at the check in counter. And when I asked the airport security they said it will be open at 05.00 am. I was hoping to be able to check in sooner to be able to rest at the gate. No difference from taking a bus from a bus terminal. ",0,scheduled arrived early airport around information gate check open nobody check counter asked airport security said open hoping able check sooner able rest gate difference taking bus bus termin
19,They take you from A to B and that's it. Web check-in was not functioning. Last minute change on departure gate. Delays seems to be normal when flying with them the only positive was the cheap fare.,0,take thats web checkin functioning last minute change departure gate delays seems normal flying positive cheap far
20,Pangkal Pinang (Bangka) to Jakarta what should be a one-hour flight. Flight delayed by 4.5 hours and almost no information given. I eventually found out that the plane was still in Jakarta awaiting the pilot. After a one-hour delay we were given chicken and rice (horrid if you're a vegetarian but that's Indonesia for you!). After that nothing - not even a word about compensation. The staff were fine onboard - it's the management who need a serious shake- up if they think a 4.5 hour delay for a 1-hour flight is in any way acceptable.,0,pangkal pinang bangka jakarta onehour delayed hours almost information given eventually found plane still jakarta awaiting pilot onehour delay given chicken rice horrid youre vegetarian thats indonesia nothing even word compensation staff fine onboard management need serious shake think hour delay hour way accept
21,"one way flight on time with new B737-900ER. Seat pitch was very tight (around 28"") - very hard to sit and move around. The 1.5 journey was like a shuttle bus - no services and you cannot even purchase any foods or drinks. FAs were attentive as call button answered immediately.",0,one way time new ber seat pitch tight around hard sit move around journey like shuttle bus services cannot even purchase foods drinks fas attentive call button answered immedi
22,I guess this airline is fair. Our flight was cancelled and the flight we were put onto was about 3 hours late (it was due to leave about 2 hours before our flight). But they were very efficient in transferring us onto another flight. They even got everybody a donut and water. So full credit to the Jogjakarta customer services.,0,guess airline fair cancelled put onto hours late due leave hours efficient transferring us onto another even got everybody donut water full credit jogjakarta customer servic
23,"  I have at least 4 flights with Lion Air per month. Staff friendly, no complaints yet. Seats narrow, less legroom, for tall people a torture. No meals included, no baggage included. Additional baggage quite expensive, outrageous. The baggage fee can exceed the flight price. In all a cheap airline, uncomfortable, no service, baggage cheating by asking for high fees. No WiFi, no entertainment.",0,least flights per month staff friendly complaints yet seats narrow less legroom tall people torture meals included baggage included additional baggage quite expensive outrageous baggage fee exceed price cheap airline uncomfortable service baggage cheating asking high fees wifi entertain
24,"  Lombok to Bali. I'm 6'2"" and could barely fit my legs in, would be impossible for taller people. Shortest leg room I've ever experienced, do not take anything other than very short flights.",0,lombok bali im could barely fit legs would impossible taller people shortest leg room ive ever experienced take anything short flight
25,"  Bali to Jakarta. First, they rescheduled my flight from 15:50 become 16:00. Now, they said it will delay become 16:50. They have no shame about delay everytime. It’s so bad. They delayed so many times. It hard to trust this airplane. Nice I only will used this airplane three times. No more.",0,bali jakarta first rescheduled become said delay become shame delay everytime bad delayed many times hard trust airplane nice used airplane three tim
26," Flew Jakarta to Bali. The delay remains the same. I got a 60 to 90 minute delay today. It is like delays are part of the behaviour and culture in this airline. In this era, where people are very busy and don't have one day only to fly from one place to another, Lion Air needs to learn to respect people's time. So, if you do not have the whole day spare time just to fly, Lion Air is the last choice you should make. I think they have to improve to be on time unless they will lose customers.",0,flew jakarta bali delay remains got minute delay today like delays part behaviour culture airline era people busy dont one day fly one place another needs learn respect peoples time whole day spare time fly last choice make think improve time unless lose custom
27,  Jogjakarta to Banjarmasin. I arrived at the airport in around 9 o'clock in the morning and my flight should depart at 11.30  but it got delayed for an hour so we departed at around 12.30. Seat pocket was very dirty. Ac was turned off and it was very hot. Bad this time. At least the flight attendant smiled at me once.,0,jogjakarta banjarmasin arrived airport around oclock morning depart got delayed hour departed around seat pocket dirty ac turned hot bad time least attendant smil
28,"  Lombok to Jakarta. Worst flying experience I have experienced. First, there is no transparency about the departing time, 2 hours of delay (which turned out into 3 hour delay) because of operational reasons, the desk operator doesn’t gave us the clear and complete information about the delay, and they were rude to the customers. A dirty cabin. We have to wait for a long time for a shuttle airport bus after a late-night flight (about 30 minutes) and then wait 45 minutes to get our baggage. This is definitely my last time flying using this airline.",0,lombok jakarta worst flying experience experienced first transparency departing time hours delay turned hour delay operational reasons desk operator doesnt gave us clear complete information delay rude customers dirty cabin wait long time shuttle airport bus latenight minutes wait minutes get baggage definitely last time flying using airlin
29,"  Denpasar to Ngurah rai via Bandung. The worst airline I've ever tried. Please anybody if you were having business trip or very tight schedule please please don't use this airline. It is not even professional one. Why? This is based on my experience. Delaying for more than 7 hours, no informing from the management, too many reason explained by the management, waiting for luggage like forever. Very terrible.",0,denpasar ngurah rai via bandung worst airline ive ever tried please anybody business trip tight schedule please please dont use airline even professional one based experience delaying hours informing management many reason explained management waiting luggage like forever terr
30," It is expected that Lion Air JT 955 (Lombok to Bali) would be late departure as most Lion Air flights are after midday. The two hour delay ""for operational reasons"" was expected however with no notification of the delay until you reach the airport always makes things frustrating. The biscuits and water for the children helped pass the time. However, when boarding, we all felt claustrophobic and short of breath. There seemed to be no air conditioning and the temperature in the airplane had each of us sweating profusely with most travellers only getting relief from using safety cards to fan themselves. Towards the end of the short flight it did really seem that we were cooking in the aircraft. Relief was only felt when getting outside the back door to get some fresh cool air. While I understand Lion Air is usually late other than if you catch an early morning flight, the travel conditions on this particular flight was extremely uncomfortable and unnerving for the family.",0,expected jt lombok bali would late departure flights midday two hour delay operational reasons expected however notification delay reach airport always makes things frustrating biscuits water children helped pass time however boarding felt claustrophobic short breath seemed conditioning temperature airplane us sweating profusely travellers getting relief using safety cards fan towards end short really seem cooking aircraft relief felt getting outside back door get fresh cool understand usually late catch early morning travel conditions particular extremely uncomfortable unnerving famili
31,"  Singapore to Jakarta. Obviously this 5 years old aircraft has seen a better days. First step into this aircraft, the cabin smells. Sit at 34A, but someone sat there before I get there, approached the Crew member, he is happy to switch another back window row for me and also alert the passenger that sat at my seat. Crew service on this flight is good, smile and pleasant. But the aircraft should retired. The seat is dirty and hard. The front pocket is wrecked and the tray table sticker should be removed ages ago! The seat pitch is very tight, my leg was uncomfortable when touching the back of the front seat, I'm just 5ft8. No IFE or inflight magazine. No meal served, although they have cart service, just a choice of two, a bottle of over charged water and a red bean paste bun. Flight was delay for 15 min. No information about the delay, mid flight and before landing information form pilot. Flying blind mainly. Rough touch down, aircraft part at remote bay and pax transfer to terminal by over crowded bus. No proper sequence for the disembarked hence everyone rushing to get a better seat or stand on the shuttle bus. Overall, not pleased with the airline. I didn't want to use the aircraft lavatory, because before I even open the door, I can smell the strong fragrance of urine behind the close door and when I open it after, the floor and the toilet was wet n sticky.",0,singapore jakarta obviously years old aircraft seen better days first step aircraft cabin smells sit someone sat get approached crew member happy switch another back window row also alert passenger sat seat crew service good smile pleasant aircraft retired seat dirty hard front pocket wrecked tray table sticker removed ages ago seat pitch tight leg uncomfortable touching back front seat im ft ife inflight magazine meal served although cart service choice two bottle charged water red bean paste bun delay min information delay mid landing information form pilot flying blind mainly rough touch aircraft part remote bay pax transfer terminal crowded bus proper sequence disembarked hence everyone rushing get better seat stand shuttle bus overall pleased airline didnt want use aircraft lavatory even open door smell strong fragrance urine behind close door open floor toilet wet n sticki
32," Lion Air is the worst airline in Indonesia. I've had this flight from Jambi to Jakarta (JT 607) delayed over 3 hours in which cancelled all my activities. The flight is scheduled for 6 a.m however until 9 a.m there is no reasonable explanation when the flight will be departed. The only reason is the flight is postponed due to the bad weather. However, at the same time, several airlines has departed with the same weather condition. My advice for this airline - avoid it, the ticket was cheap but it is not worth it.",0,worst airline indonesia ive jambi jakarta jt delayed hours cancelled activities scheduled however reasonable explanation departed reason postponed due bad weather however time several airlines departed weather condition advice airline avoid ticket cheap worth
33,"  Booked Lion Air for a trip to Jakarta from Singapore. Reached the check in counter at Singapore just 40 mins before flight departure and the counter staff told me that the check in timing for the flight has closed. The staff wasn't friendly and offer no other assistance for me. To other travelers, do consider Lion Air to be your last option, should you not have your trip ruined before you even leave the country.",0,booked trip jakarta singapore reached check counter singapore mins departure counter staff told check timing closed staff wasnt friendly offer assistance travelers consider last option trip ruined even leave countri
34,  Denpasar to Jakarta. The flight was 90 minutes late with no information posted we had to keep asking about it. The gate area was covered in trash left by previous passengers. On our flight coming here they boarded from the front and back of the plane with no distinction for row numbers so people were pushing from both directions with attendants futilely waving people along. It has been a terrible experience all around. Pay extra for Garuda.,0,denpasar jakarta minutes late information posted keep asking gate area covered trash left previous passengers coming boarded front back plane distinction row numbers people pushing directions attendants futilely waving people along terrible experience around pay extra garuda
35,"  Surabaya to Jakarta with Lion Air. 12 hours before, I already check in on Lion Air website check in. I already selected the seat then I chose aisle seat - at the boarding time I didn't get my selected seat! If Lion Air can check in on website 12 hours before flight, why didn't I get my selection seat? Other people who did not check-in on website (the other people check in 2hours before flight) got my seat! Lion Air is also often delayed and the quality and the service is very bad! ",0,surabaya jakarta hours already check website check already selected seat chose aisle seat boarding time didnt get selected seat check website hours didnt get selection seat people checkin website people check hours got seat also often delayed quality service bad
36,"We have been trying to get out of Gili island for a couple of days. Due to the volcanic activity all flights were cancelled. We called Lombok and Lion Air informed that one or two flights were operational so head there to find out it was fake. We take a boat from Lombok to Bali and reach the Lion Air counter at 2am. We waited at the desk until someone asked us to not sit at their counter(although lots of other flight counters had no problem with the same) we get out and return to the counter at 5 for cancelling our ticket and issuing new ones for which we were charged an exorbitant amount. 8 million rp! Being extremely tired, we agree. One of the payments didn't process on the credit card so we went to their Lion Air customer service. They fleeced us there too with bad exchange rates. Post that we go in and since one from three tickets was yet to be cancelled and reissued we did that at the machine. The cancellation for which was less than 5 million! And now the flight is delayed. Not surprised. Never taking this airline again. We have met amazing people in Indonesia who gave us the best service except Lion Air.",0,trying get gili island couple days due volcanic activity flights cancelled called lombok informed one two flights operational head find fake take boat lombok bali reach counter waited desk someone asked us sit counteralthough lots counters problem get return counter cancelling ticket issuing new ones charged exorbitant amount million rp extremely tired agree one payments didnt process credit card went customer service fleeced us bad exchange rates post go since one three tickets yet cancelled reissued machine cancellation less million delayed surprised never taking airline met amazing people indonesia gave us best service except
37,Not that I expect much from LCCs however my Lion Air flight from Bali to Yogyakarta was Bad. Terrible online system. Difficult to make payment with non-Indonesian credit card. Cannot select seats online and no online check-in. Disorganized at airport in Bali where they basically re-entered all the data while checking in. Delayed flights. Onboard the absolute smallest legroom I've ever seen. Thankfully there are some positives as well: they have new 737-900ER's with Sky Interiors the flights are short and cheap and flight attendants have nice uniforms accompanied by wonderful smiles. For the rest they have a lot of work to do to be able to compete with Air Asia.,0,expect much lccs however bali yogyakarta bad terrible online system difficult make payment nonindonesian credit card cannot select seats online online checkin disorganized airport bali basically reentered data checking delayed flights onboard absolute smallest legroom ive ever seen thankfully positives well new ers sky interiors flights short cheap attendants nice uniforms accompanied wonderful smiles rest lot work able compete asia
38,Flew CGK to PAD on 29 January 2013. Terminal 1 departure. Terminal is old and has little to offer. Hot and humid only departure area is AC but has far too few seats and was cramped noisy and chaotic. Flight was delayed for almost 2 hours and no announcements were made. Flight even disappeared from the information board. Airline officials offered very little assistance and only told us to wait. Finally a stampede of rushing people as sign of boarding and also this time no announcement. No English information provided. Plane was new 737-800. Seats cramped but felt new. In my few very poor service. Its cheap but it comes with a lot of suffering.,0,flew cgk pad january terminal departure terminal old little offer hot humid departure area ac far seats cramped noisy chaotic delayed almost hours announcements made even disappeared information board airline officials offered little assistance told us wait finally stampede rushing people sign boarding also time announcement english information provided plane new seats cramped felt new poor service cheap comes lot suff
39,DPS-CGK. Departure hall at DPS was very chaotic due to the construction of the new airport. Lion Air ground staff very unorganized. Seats were narrow with literally no legroom whatsoever and I am only 5 ft 9. We did not have any other options on this route due to high season but I would have flown to SIN or other destination and then reach Jakarta instead. They have newer aircraft's in their fleet several Boeing 737-900ER so overall cabin was still very clean. That would be the only plus I can summarize from my experience.,0,dpscgk departure hall chaotic due construction new airport ground staff unorganized seats narrow literally legroom whatsoever ft options route due high season would flown destination reach jakarta instead newer aircrafts fleet several boeing overall cabin still clean would plus summarize experi
40,Arrived to the airport for check in with Lion Air we needed some assistance with the visa process for Vietnam and we were basically told there was nothing that we could do but miss our flight and try to switch our flight to another time. We decided to do some research ourselves when we realized there was a way to catch our original timed flight. The crew members were extremely rude and didn't want to help us resolve our problem. Once we figured things out for ourselves and then ran to board the plane we found out the flight was delayed 2.5 hours. The lack of customer service and disorganization has made us lose any hope we had in flying with Lion Air.,0,arrived airport check needed assistance visa process vietnam basically told nothing could miss try switch another time decided research realized way catch original timed crew members extremely rude didnt want help us resolve problem figured things ran board plane found delayed hours lack customer service disorganization made us lose hope fli
41,"Lion Air 8pm flight Bengkulu to Jakarta March 2. Flight 2.5 hours late leaving. No announcements had to ask for constantly changing information. No compensation when one customer complained and at last minute Padang food appeared with no implements to eat and way too late. Onboard they briefly apologized as flight late for ""operational reasons"". My understanding is this is a common occurrence for this flight. This airline has no customer care or communications capability.",0,pm bengkulu jakarta march hours late leaving announcements ask constantly changing information compensation one customer complained last minute padang food appeared implements eat way late onboard briefly apologized late operational reasons understanding common occurrence airline customer care communications cap
42, Cheap price since it's a new route with high load factor. Cramped seats for SIN bound flights and spacious seat on return flight in emergency exit row and bulkhead which you can ask for free. Only snacks and mineral water offered at expensive prices and crews only provide immigration cards during the flight. Airline's magazine is only form of entertainment.,0,cheap price since new route high load factor cramped seats bound flights spacious seat return emergency exit row bulkhead ask free snacks mineral water offered expensive prices crews provide immigration cards airlines magazine form entertain
43,Manado to Makassar and to Jakarta. Nothing was offered on the first leg not even a cup of water. We did not see the crew at all. On the 2nd leg only 1 cup of water given and a small selection of snacks for sale after that. Again your don't see the crew at all after distribution of items. Disembarkation through the rear exit while the stewardess stood leaning against the wall with her arms folded. The only good thing about the flight and airline was that it was on time the seating was really very cramped.,0,manado makassar jakarta nothing offered first leg even cup water see crew nd leg cup water given small selection snacks sale dont see crew distribution items disembarkation rear exit stewardess stood leaning wall arms folded good thing airline time seating really cramp
44, on new B737-900. Booking was good website efficient and easy. Flight was delayed for about 45 minutes without any notice. During take off and landing there is one passenger who never set his seat upright and FAs don't bother to remind him. Seat pitch very poor. Baggage claim at CGK is a havoc. Baggage carousel is changed without any notice and a very long time to have your baggage on the belt.,0,new booking good website efficient easy delayed minutes without notice take landing one passenger never set seat upright fas dont bother remind seat pitch poor baggage claim cgk havoc baggage carousel changed without notice long time baggage belt
45, new B737-900. The aircraft condition although it is brand new but dirty many spots on the leather seat trash on the carpet which shows that they do not clean it properly. FA only did the safety demonstration do the snack & drinks selling and the rest of the flight they chit chat on the pantry. Some of the FA announcement are recorded. Another things some passengers are still doing some activity while the fasten seat belt sign is on and the FA did not warn the passenger to go back to their seat. I believe that Lion Air should upgrade their services and FA skills/knowledge.,0,new aircraft condition although brand new dirty many spots leather seat trash carpet shows clean properly fa safety demonstration snack drinks selling rest chit chat pantry fa announcement recorded another things passengers still activity fasten seat belt sign fa warn passenger go back seat believe upgrade services fa skillsknowledg
46,"  Tried to book a ticket, but kept getting error msg saying that the flight request was unsuccessful, please try again. After trying 4 times it finally worked. However I was charged for 4 tickets. Got confirmation mails for 4 flights but the 3 failed attempts without flight number or anything. Also its saying that i paid by cash while it was booked off my debit card. Frustrated I tried to contact the airline which is not properly working through their whatsapp service as well as on their homepage. Wrote emails but never got an answer. Finally someone replied via chat with a standard phrase please click this link for refund. The link was a link to google translate. After researching i found the refund page. But in order for me to request a refund i need the flight number which was not given to me for the 3 failed attempts. Therefore I can not request a refund. This is by far my worst experience.",0,tried book ticket kept getting error msg saying request unsuccessful please try trying times finally worked however charged tickets got confirmation mails flights failed attempts without number anything also saying paid cash booked debit card frustrated tried contact airline properly working whatsapp service well homepage wrote emails never got answer finally someone replied via chat standard phrase please click link refund link link google translate researching found refund page order request refund need number given failed attempts therefore request refund far worst experi
47,"  Horrible. Always huge delays, no customer service. Worth paying a little more for an alternative airline (not batik or super air jet as they are the same group and just as bad).",0,horrible always huge delays customer service worth paying little alternative airline batik super jet group bad
48,"  This is the worst customer service experience I have ever had in my life. They should be banned from running their business. I had a flight scheduled for 630PM to CGK booked for Lion Air on august 17th. The night before the flight they sent me telling me the flight had been cancelled with no information on the new departure. I started to worry, I ended up going to sleep and at around 10am the sent me the schedule for the new flight. It was leaving at 7:15pm but from another airline Super Air Jet. So we arrived at the airport on-time and waited for boarding at 6:45pm - we didn’t board until 7:20pm and didn’t take off til 7:45pm. By the time we landed in  our connecting international flight had already boarded and was leaving. We were left stuck til 2:40pm the next day.",0,worst customer service experience ever life banned running business scheduled pm cgk booked august th night sent telling cancelled information new departure started worry ended going sleep around sent schedule new leaving pm another airline super jet arrived airport ontime waited boarding pm didnt board pm didnt take til pm time landed connecting international already boarded leaving left stuck til pm next day
49,  Never again! I had my worst flight experience with Lion Air. After more than 16h of flight from Paris to Jakarta. The flight from Jakarta to Bali had several hours of delay. No information provided.,0,never worst experience h paris jakarta jakarta bali several hours delay information provid
50,  Avoid this airline at all costs. They will cancel flights and not provide any information or alternative. Basically will abandon you at whatever airport they wish with no information or help. I guess you get what you pay for but this airline really scrapes the bucket.,0,avoid airline costs cancel flights provide information alternative basically abandon whatever airport wish information help guess get pay airline really scrapes bucket
51,"  This airline has the worst customer service. When my flight got cancelled, I was told by the travel agent to contact their Customer service (CS) not knowing that Lion replaced it with a different carrier at the same time. The CS rep didn’t tell me this so I changed my flight to another with different timing. After knowing that I could actually take a flight at the same time I contacted CS again but was told that I had to pay the prevailing charges because they can only change free of charge 1x. The worst was when I tried to file a complaint - instead of assisting - a different rep made issues of semantics - saying I asked the wrong questions - hence I got the wrong answer. Isn’t it their job to give info and enlighten as well as assist inconvenienced customers?? Safe to say I may never use their services again.",0,airline worst customer service got cancelled told travel agent contact customer service cs knowing replaced different carrier time cs rep didnt tell changed another different timing knowing could actually take time contacted cs told pay prevailing charges change free charge x worst tried file complaint instead assisting different rep made issues semantics saying asked wrong questions hence got wrong answer isnt job give info enlighten well assist inconvenienced customers safe say may never use servic
52,"  You literally can expect to be always delayed with Lion Air. When it’s not, it’s going to surprise you like never before. I understand that this is a low cost airline, but Lion Air’s fare is far from low cost. It costs a minimum £50 to fly 1.5h from Jakarta to Denpasar.  I need to arrive 2h before my flight but I’d have to wait for this airline to ruin my day?  I know sometimes it’s inevitable as Lion Air serves routes that other airlines don’t, but oh my goodness, it’s just not worth it.",0,literally expect always delayed going surprise like never understand low cost airline airs fare far low cost costs minimum fly h jakarta denpasar need arrive h id wait airline ruin day know sometimes inevitable serves routes airlines dont oh goodness worth
